# == Iter    0 ==
Timepoint   	K_ECF       	K_ICF       	K_urin      	K_git       	K_tiss      	K_sal       	K_feed      	***         	***         	***         	Insulin     	s20         	s23         	s27         	***         	s29         	***         	***         	***         	***         	***         	s35         
5.124354e+00	4.326381e+00	2.518208e+01	4.632521e-02	2.995242e+00	1.509326e+03	4.262596e-01	1.925598e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.180188e+01	1.486210e+02	3.517283e+00	5.627774e+01	0.000000e+00	3.750999e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-8.032262e+00
5.145448e+00	4.431432e+00	2.515603e+01	5.625927e-02	2.984532e+00	1.509289e+03	4.256780e-01	2.241346e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.179001e+01	1.500266e+02	3.596958e+00	5.530527e+01	0.000000e+00	3.753064e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-9.437866e+00
5.166770e+00	4.529996e+00	2.513151e+01	6.686766e-02	2.974415e+00	1.509255e+03	4.252539e-01	2.557539e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.178126e+01	1.514599e+02	3.675284e+00	5.434548e+01	0.000000e+00	3.754760e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.087124e+01
5.188322e+00	4.622782e+00	2.510826e+01	7.816045e-02	2.964905e+00	1.509223e+03	4.249785e-01	2.874218e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.177493e+01	1.529217e+02	3.752262e+00	5.339851e+01	0.000000e+00	3.756090e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.233295e+01
5.210111e+00	4.710344e+00	2.508607e+01	9.015159e-02	2.956014e+00	1.509192e+03	4.248441e-01	3.191448e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.177041e+01	1.544124e+02	3.827901e+00	5.246444e+01	0.000000e+00	3.757062e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.382370e+01
5.232140e+00	4.793119e+00	2.506479e+01	1.028587e-01	2.947754e+00	1.509163e+03	4.248436e-01	3.509308e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.176717e+01	1.559329e+02	3.902210e+00	5.154330e+01	0.000000e+00	3.757680e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.534424e+01
5.254417e+00	4.871468e+00	2.504428e+01	1.163033e-01	2.940137e+00	1.509136e+03	4.249702e-01	3.827890e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.176476e+01	1.574841e+02	3.975203e+00	5.063511e+01	0.000000e+00	3.757950e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.689541e+01
5.276949e+00	4.945695e+00	2.502445e+01	1.305107e-01	2.933177e+00	1.509110e+03	4.252177e-01	4.147301e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.176279e+01	1.590669e+02	4.046894e+00	4.973985e+01	0.000000e+00	3.757879e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.847815e+01
5.299745e+00	5.016057e+00	2.500519e+01	1.455098e-01	2.926887e+00	1.509086e+03	4.255804e-01	4.467657e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.176093e+01	1.606822e+02	4.117298e+00	4.885749e+01	0.000000e+00	3.757471e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.009347e+01
5.322812e+00	5.082775e+00	2.498644e+01	1.613315e-01	2.921280e+00	1.509064e+03	4.260527e-01	4.789061e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.175889e+01	1.623310e+02	4.186429e+00	4.798808e+01	0.000000e+00	3.756733e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.174232e+01
5.346159e+00	5.146046e+00	2.496812e+01	1.780107e-01	2.916373e+00	1.509042e+03	4.266294e-01	5.111645e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.175643e+01	1.640145e+02	4.254302e+00	4.713157e+01	0.000000e+00	3.755669e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.342584e+01
5.369795e+00	5.206044e+00	2.495017e+01	1.955840e-01	2.912180e+00	1.509022e+03	4.273056e-01	5.435527e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.175334e+01	1.657338e+02	4.320931e+00	4.628799e+01	0.000000e+00	3.754286e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.514512e+01
5.393729e+00	5.262928e+00	2.493254e+01	2.140904e-01	2.908718e+00	1.509004e+03	4.280764e-01	5.760842e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.174946e+01	1.674901e+02	4.386329e+00	4.545734e+01	0.000000e+00	3.752589e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.690137e+01
5.417973e+00	5.316840e+00	2.491517e+01	2.335705e-01	2.906005e+00	1.508986e+03	4.289374e-01	6.087726e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.174465e+01	1.692845e+02	4.450511e+00	4.463964e+01	0.000000e+00	3.750584e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.869582e+01
5.442534e+00	5.367914e+00	2.489801e+01	2.540661e-01	2.904058e+00	1.508970e+03	4.298841e-01	6.416316e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.173877e+01	1.711184e+02	4.513488e+00	4.383493e+01	0.000000e+00	3.748276e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.052974e+01
5.467425e+00	5.416274e+00	2.488102e+01	2.756199e-01	2.902898e+00	1.508955e+03	4.309123e-01	6.746753e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.173175e+01	1.729932e+02	4.575272e+00	4.304325e+01	0.000000e+00	3.745670e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.240448e+01
5.492656e+00	5.462037e+00	2.486416e+01	2.982759e-01	2.902544e+00	1.508941e+03	4.320179e-01	7.079191e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.172349e+01	1.749102e+02	4.635876e+00	4.226464e+01	0.000000e+00	3.742773e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.432145e+01
5.518238e+00	5.505313e+00	2.484737e+01	3.220774e-01	2.903019e+00	1.508928e+03	4.331968e-01	7.413773e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.171393e+01	1.768707e+02	4.695310e+00	4.149920e+01	0.000000e+00	3.739590e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.628205e+01
5.544181e+00	5.546209e+00	2.483062e+01	3.470686e-01	2.904346e+00	1.508916e+03	4.344454e-01	7.750657e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.170303e+01	1.788765e+02	4.753582e+00	4.074701e+01	0.000000e+00	3.736126e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.828778e+01
5.570499e+00	5.584828e+00	2.481387e+01	3.732935e-01	2.906547e+00	1.508904e+03	4.357597e-01	8.090001e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.169075e+01	1.809289e+02	4.810704e+00	4.000816e+01	0.000000e+00	3.732388e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.034019e+01
5.597202e+00	5.621269e+00	2.479708e+01	4.007964e-01	2.909649e+00	1.508894e+03	4.371362e-01	8.431973e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.167707e+01	1.830296e+02	4.866683e+00	3.928276e+01	0.000000e+00	3.728381e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.244091e+01
5.624303e+00	5.655627e+00	2.478022e+01	4.296209e-01	2.913678e+00	1.508885e+03	4.385713e-01	8.776738e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.166196e+01	1.851803e+02	4.921527e+00	3.857094e+01	0.000000e+00	3.724113e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.459159e+01
5.651815e+00	5.687997e+00	2.476324e+01	4.598109e-01	2.918661e+00	1.508877e+03	4.400616e-01	9.124473e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.164543e+01	1.873826e+02	4.975244e+00	3.787285e+01	0.000000e+00	3.719588e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.679394e+01
5.679751e+00	5.718473e+00	2.474611e+01	4.914110e-01	2.924629e+00	1.508869e+03	4.416037e-01	9.475365e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.162747e+01	1.896385e+02	5.027843e+00	3.718862e+01	0.000000e+00	3.714814e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.904983e+01
5.708123e+00	5.747142e+00	2.472880e+01	5.244648e-01	2.931612e+00	1.508863e+03	4.431944e-01	9.829596e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.160808e+01	1.919498e+02	5.079328e+00	3.651844e+01	0.000000e+00	3.709796e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.136107e+01
5.736947e+00	5.774094e+00	2.471126e+01	5.590171e-01	2.939642e+00	1.508857e+03	4.448304e-01	1.018736e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.158729e+01	1.943183e+02	5.129708e+00	3.586247e+01	0.000000e+00	3.704543e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.372963e+01
5.766236e+00	5.799415e+00	2.469346e+01	5.951137e-01	2.948753e+00	1.508851e+03	4.465087e-01	1.054887e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.156510e+01	1.967463e+02	5.178988e+00	3.522090e+01	0.000000e+00	3.699061e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.615755e+01
5.796006e+00	5.823189e+00	2.467538e+01	6.328013e-01	2.958981e+00	1.508847e+03	4.482264e-01	1.091434e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.154154e+01	1.992357e+02	5.227175e+00	3.459394e+01	0.000000e+00	3.693357e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.864697e+01
5.826272e+00	5.845497e+00	2.465697e+01	6.721284e-01	2.970365e+00	1.508843e+03	4.499805e-01	1.128400e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.151664e+01	2.017888e+02	5.274276e+00	3.398178e+01	0.000000e+00	3.687440e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-6.120013e+01
5.857050e+00	5.866418e+00	2.463819e+01	7.131451e-01	2.982943e+00	1.508840e+03	4.517683e-01	1.165808e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.149042e+01	2.044081e+02	5.320296e+00	3.338465e+01	0.000000e+00	3.681316e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-6.381936e+01
5.888359e+00	5.886030e+00	2.461903e+01	7.559042e-01	2.996758e+00	1.508837e+03	4.535870e-01	1.203683e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.146292e+01	2.070958e+02	5.365243e+00	3.280279e+01	0.000000e+00	3.674994e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-6.650712e+01
5.920216e+00	5.904406e+00	2.459944e+01	8.004622e-01	3.011854e+00	1.508835e+03	4.554342e-01	1.242053e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.143418e+01	2.098547e+02	5.409122e+00	3.223643e+01	0.000000e+00	3.668482e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-6.926605e+01
5.952642e+00	5.921615e+00	2.457938e+01	8.468792e-01	3.028279e+00	1.508834e+03	4.573072e-01	1.280946e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.140422e+01	2.126876e+02	5.451943e+00	3.168580e+01	0.000000e+00	3.661789e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-7.209893e+01
5.985656e+00	5.937726e+00	2.455883e+01	8.952203e-01	3.046082e+00	1.508833e+03	4.592039e-01	1.320394e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.137310e+01	2.155974e+02	5.493712e+00	3.115117e+01	0.000000e+00	3.654923e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-7.500874e+01
6.019284e+00	5.952802e+00	2.453774e+01	9.455569e-01	3.065320e+00	1.508833e+03	4.611219e-01	1.360430e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.134086e+01	2.185874e+02	5.534440e+00	3.063277e+01	0.000000e+00	3.647893e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-7.799875e+01
6.053550e+00	5.966903e+00	2.451609e+01	9.979662e-01	3.086049e+00	1.508834e+03	4.630592e-01	1.401091e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.130753e+01	2.216611e+02	5.574135e+00	3.013089e+01	0.000000e+00	3.640708e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-8.107239e+01
6.088482e+00	5.980085e+00	2.449383e+01	1.052535e+00	3.108333e+00	1.508835e+03	4.650138e-01	1.442419e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.127316e+01	2.248223e+02	5.612809e+00	2.964576e+01	0.000000e+00	3.633377e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-8.423356e+01
6.124114e+00	5.992401e+00	2.447092e+01	1.109362e+00	3.132242e+00	1.508836e+03	4.669842e-01	1.484461e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.123780e+01	2.280753e+02	5.650475e+00	2.917764e+01	0.000000e+00	3.625909e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-8.748656e+01
6.160481e+00	6.003898e+00	2.444733e+01	1.168557e+00	3.157853e+00	1.508838e+03	4.689686e-01	1.527267e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.120150e+01	2.314249e+02	5.687148e+00	2.872681e+01	0.000000e+00	3.618312e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-9.083616e+01
6.197626e+00	6.014621e+00	2.442301e+01	1.230245e+00	3.185252e+00	1.508840e+03	4.709658e-01	1.570898e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.116429e+01	2.348765e+02	5.722846e+00	2.829352e+01	0.000000e+00	3.610595e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-9.428785e+01
6.235601e+00	6.024610e+00	2.439790e+01	1.294574e+00	3.214536e+00	1.508843e+03	4.729748e-01	1.615424e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.112621e+01	2.384367e+02	5.757589e+00	2.787803e+01	0.000000e+00	3.602764e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-9.784801e+01
6.274466e+00	6.033901e+00	2.437195e+01	1.361717e+00	3.245820e+00	1.508847e+03	4.749951e-01	1.660927e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.108729e+01	2.421128e+02	5.791401e+00	2.748058e+01	0.000000e+00	3.594828e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.015241e+02
6.314294e+00	6.042527e+00	2.434510e+01	1.431880e+00	3.279236e+00	1.508850e+03	4.770264e-01	1.707508e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.104758e+01	2.459139e+02	5.824312e+00	2.710143e+01	0.000000e+00	3.586790e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.053252e+02
6.355182e+00	6.050515e+00	2.431727e+01	1.505320e+00	3.314943e+00	1.508855e+03	4.790694e-01	1.755288e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.100707e+01	2.498511e+02	5.856359e+00	2.674081e+01	0.000000e+00	3.578655e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.092624e+02
6.397247e+00	6.057891e+00	2.428835e+01	1.582354e+00	3.353142e+00	1.508859e+03	4.811253e-01	1.804425e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.096577e+01	2.539383e+02	5.887586e+00	2.639897e+01	0.000000e+00	3.570422e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.133496e+02
6.440650e+00	6.064675e+00	2.425823e+01	1.663395e+00	3.394083e+00	1.508865e+03	4.831969e-01	1.855121e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.092366e+01	2.581939e+02	5.918054e+00	2.607611e+01	0.000000e+00	3.562088e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.176052e+02
6.485610e+00	6.070884e+00	2.422672e+01	1.748998e+00	3.438106e+00	1.508871e+03	4.852889e-01	1.907653e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.088067e+01	2.626429e+02	5.947842e+00	2.577243e+01	0.000000e+00	3.553640e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.220542e+02
6.532450e+00	6.076532e+00	2.419359e+01	1.839955e+00	3.485684e+00	1.508877e+03	4.874092e-01	1.962419e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.083666e+01	2.673211e+02	5.977065e+00	2.548804e+01	0.000000e+00	3.545054e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.267324e+02
6.581678e+00	6.081631e+00	2.415844e+01	1.937487e+00	3.537542e+00	1.508884e+03	4.895722e-01	2.020042e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.079137e+01	2.722845e+02	6.005907e+00	2.522292e+01	0.000000e+00	3.536281e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.316958e+02
6.634203e+00	6.086194e+00	2.412060e+01	2.043725e+00	3.594937e+00	1.508891e+03	4.918058e-01	2.081625e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.074424e+01	2.776325e+02	6.034700e+00	2.497655e+01	0.000000e+00	3.527220e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.370438e+02
6.692090e+00	6.090250e+00	2.407852e+01	2.163386e+00	3.660615e+00	1.508900e+03	4.941786e-01	2.149644e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.069384e+01	2.835873e+02	6.064221e+00	2.474672e+01	0.000000e+00	3.517608e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.429986e+02
6.731900e+00	6.092485e+00	2.404936e+01	2.247239e+00	3.707236e+00	1.508906e+03	4.957564e-01	2.196529e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.066019e+01	2.877191e+02	6.083265e+00	2.461293e+01	0.000000e+00	3.511232e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.471304e+02
6.810783e+00	6.095678e+00	2.399114e+01	2.417107e+00	3.803045e+00	1.508919e+03	4.987537e-01	2.289729e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.059605e+01	2.959916e+02	6.118191e+00	2.440336e+01	0.000000e+00	3.499184e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.554029e+02
6.903571e+00	6.097506e+00	2.392197e+01	2.623183e+00	3.921469e+00	1.508934e+03	5.020619e-01	2.399948e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.052520e+01	3.058644e+02	6.154918e+00	2.424573e+01	0.000000e+00	3.486037e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.652757e+02
7.205107e+00	6.091509e+00	2.369394e+01	3.338541e+00	4.347296e+00	1.508982e+03	5.112445e-01	2.763575e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.033171e+01	3.389376e+02	6.247692e+00	2.431415e+01	0.000000e+00	3.451196e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.983489e+02
7.463809e+00	6.075204e+00	2.349717e+01	4.006168e+00	4.760108e+00	1.509020e+03	5.173369e-01	3.083470e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.021209e+01	3.683997e+02	6.302801e+00	2.496258e+01	0.000000e+00	3.430908e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.278110e+02
7.726071e+00	6.051431e+00	2.329962e+01	4.731875e+00	5.220899e+00	1.509052e+03	5.220067e-01	3.416129e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.013368e+01	3.991457e+02	6.342572e+00	2.606157e+01	0.000000e+00	3.418965e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.585570e+02
7.998598e+00	6.021597e+00	2.309901e+01	5.536651e+00	5.742745e+00	1.509078e+03	5.254511e-01	3.771021e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.009502e+01	4.318779e+02	6.371750e+00	2.758218e+01	0.000000e+00	3.415018e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.912892e+02
8.283529e+00	5.987008e+00	2.289683e+01	6.432187e+00	6.333120e+00	1.509095e+03	5.277417e-01	4.151883e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.009686e+01	4.667739e+02	6.392984e+00	2.950150e+01	0.000000e+00	3.419137e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.261852e+02
8.539439e+00	5.954356e+00	2.272361e+01	7.283241e+00	6.900671e+00	1.509101e+03	5.288411e-01	4.501937e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.013114e+01	4.985457e+02	6.406392e+00	3.145439e+01	0.000000e+00	3.429145e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.579570e+02
8.758720e+00	5.925880e+00	2.258254e+01	8.047632e+00	7.413881e+00	1.509099e+03	5.291813e-01	4.807295e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.018214e+01	5.259814e+02	6.414825e+00	3.326655e+01	0.000000e+00	3.441870e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.853927e+02
8.949660e+00	5.901043e+00	2.246582e+01	8.739762e+00	7.880170e+00	1.509091e+03	5.290960e-01	5.076754e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.024091e+01	5.499558e+02	6.420452e+00	3.493001e+01	0.000000e+00	3.455692e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.093671e+02
9.122570e+00	5.878694e+00	2.236540e+01	9.387986e+00	8.317426e+00	1.509080e+03	5.287573e-01	5.323233e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.030443e+01	5.716815e+02	6.424480e+00	3.649353e+01	0.000000e+00	3.470166e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.310928e+02
9.284855e+00	5.857947e+00	2.227597e+01	1.001506e+01	8.740297e+00	1.509065e+03	5.282451e-01	5.556355e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.037203e+01	5.920443e+02	6.427526e+00	3.800231e+01	0.000000e+00	3.485260e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.514556e+02
9.440948e+00	5.838272e+00	2.219456e+01	1.063543e+01	9.158007e+00	1.509048e+03	5.275995e-01	5.781909e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.044361e+01	6.115697e+02	6.429913e+00	3.948501e+01	0.000000e+00	3.501014e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.709810e+02
9.593375e+00	5.819374e+00	2.211956e+01	1.125765e+01	9.575883e+00	1.509028e+03	5.268445e-01	6.003126e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.051908e+01	6.305479e+02	6.431826e+00	4.095746e+01	0.000000e+00	3.517443e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.899592e+02
9.743628e+00	5.801088e+00	2.205014e+01	1.188700e+01	9.997034e+00	1.509005e+03	5.259969e-01	6.221824e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.059830e+01	6.491396e+02	6.433380e+00	4.242806e+01	0.000000e+00	3.534541e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.085509e+02
9.892680e+00	5.783310e+00	2.198581e+01	1.252717e+01	1.042347e+01	1.508979e+03	5.250699e-01	6.439113e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.068113e+01	6.674408e+02	6.434655e+00	4.390154e+01	0.000000e+00	3.552288e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.268521e+02
1.004128e+01	5.765965e+00	2.192627e+01	1.318122e+01	1.085678e+01	1.508951e+03	5.240734e-01	6.655789e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.076745e+01	6.855181e+02	6.435706e+00	4.538121e+01	0.000000e+00	3.570671e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.449294e+02
1.019011e+01	5.748986e+00	2.187133e+01	1.385225e+01	1.129849e+01	1.508920e+03	5.230153e-01	6.872554e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.085719e+01	7.034272e+02	6.436579e+00	4.687023e+01	0.000000e+00	3.589686e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.628385e+02
1.033991e+01	5.732297e+00	2.182085e+01	1.454394e+01	1.175045e+01	1.508886e+03	5.219001e-01	7.090191e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.095043e+01	7.212284e+02	6.437307e+00	4.837265e+01	0.000000e+00	3.609354e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.806397e+02
1.049166e+01	5.715801e+00	2.177473e+01	1.526131e+01	1.221529e+01	1.508849e+03	5.207293e-01	7.309764e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.104746e+01	7.390010e+02	6.437918e+00	4.989480e+01	0.000000e+00	3.629738e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.984123e+02
1.064679e+01	5.699353e+00	2.173284e+01	1.601222e+01	1.269729e+01	1.508809e+03	5.194987e-01	7.532997e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.114893e+01	7.568725e+02	6.438433e+00	5.144781e+01	0.000000e+00	3.650978e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-6.162838e+02
1.080807e+01	5.682677e+00	2.169499e+01	1.681169e+01	1.320503e+01	1.508765e+03	5.181921e-01	7.763358e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.125644e+01	7.751002e+02	6.438874e+00	5.305524e+01	0.000000e+00	3.673408e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-6.345115e+02
1.098316e+01	5.665015e+00	2.166051e+01	1.770145e+01	1.376319e+01	1.508714e+03	5.167510e-01	8.011039e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.137501e+01	7.944470e+02	6.439263e+00	5.478805e+01	0.000000e+00	3.698067e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-6.538583e+02
