Timepoint   	           1	           2
2.307692e+00	6.025401e-01	6.618941e-01
4.615385e+00	5.584248e-01	1.165474e+00
6.923077e+00	1.191923e+00	1.817187e+00
9.230769e+00	1.303222e+00	2.786565e+00
1.153846e+01	1.738713e+00	3.238104e+00
1.384615e+01	2.346550e+00	4.682023e+00
1.615385e+01	2.350556e+00	5.153373e+00
1.846154e+01	3.493852e+00	6.687035e+00
2.076923e+01	3.256749e+00	7.661653e+00
2.307692e+01	4.228139e+00	8.578921e+00
2.538462e+01	4.234546e+00	9.891796e+00
2.769231e+01	4.486017e+00	1.009441e+01
3.000000e+01	4.873949e+00	1.114375e+01
3.230769e+01	4.629167e+00	1.115741e+01
3.461538e+01	5.077965e+00	1.162391e+01
3.692308e+01	4.756167e+00	1.171756e+01
3.923077e+01	4.962369e+00	1.164928e+01
4.153846e+01	4.805223e+00	1.176881e+01
4.384615e+01	4.714316e+00	1.143109e+01
4.615385e+01	4.704928e+00	1.141641e+01
4.846154e+01	4.455650e+00	1.104557e+01
5.076923e+01	4.459573e+00	1.082524e+01
5.307692e+01	4.211260e+00	1.050853e+01
5.538462e+01	4.133882e+00	1.013539e+01
5.769231e+01	3.956824e+00	9.845876e+00
6.000000e+01	3.795985e+00	9.422082e+00
6.230769e+01	3.673775e+00	9.110314e+00
6.461538e+01	3.480908e+00	8.709110e+00
6.692308e+01	3.369202e+00	8.360203e+00
6.923077e+01	3.191556e+00	8.001912e+00
7.153846e+01	3.064781e+00	7.636377e+00
7.384615e+01	2.918588e+00	7.309085e+00
7.615385e+01	2.778919e+00	6.956314e+00
7.846154e+01	2.656383e+00	6.644999e+00
8.076923e+01	2.518664e+00	6.322461e+00
8.307692e+01	2.406660e+00	6.023004e+00
8.538462e+01	2.282354e+00	5.732921e+00
8.769231e+01	2.174202e+00	5.450068e+00
9.000000e+01	2.065871e+00	5.186950e+00
9.230769e+01	1.962154e+00	4.926633e+00
9.461538e+01	1.866597e+00	4.685099e+00
9.692308e+01	1.770552e+00	4.449631e+00
9.923077e+01	1.683848e+00	4.227378e+00
1.015385e+02	1.597465e+00	4.015357e+00
1.038462e+02	1.517582e+00	3.812183e+00
1.061538e+02	1.440655e+00	3.620690e+00
1.084615e+02	1.367304e+00	3.436543e+00
1.107692e+02	1.298434e+00	3.262986e+00
1.130769e+02	1.231855e+00	3.096975e+00
1.153846e+02	1.169648e+00	2.939630e+00
1.176923e+02	1.109759e+00	2.790144e+00
1.200000e+02	1.053340e+00	2.647831e+00
1.223077e+02	9.996060e-01	2.513089e+00
1.246154e+02	9.485146e-01	2.384720e+00
1.269231e+02	9.002071e-01	2.263151e+00
1.292308e+02	8.541097e-01	2.147541e+00
1.315385e+02	8.105667e-01	2.037865e+00
1.338462e+02	7.690831e-01	1.933773e+00
1.361538e+02	7.297950e-01	1.834904e+00
1.384615e+02	6.924848e-01	1.741154e+00
1.407692e+02	6.570569e-01	1.652098e+00
1.430769e+02	6.234784e-01	1.567642e+00
1.453846e+02	5.915662e-01	1.487460e+00
1.476923e+02	5.613242e-01	1.411382e+00
1.500000e+02	5.325988e-01	1.339193e+00


