Distance	       1	       2	       3
 2.665092e-01	  1.200000e-01	  7.086934e-02	  8.118884e-02
 3.598131e-01	  1.200000e-01	  7.086934e-02	  1.034569e-01
 4.476493e-01	  1.200000e-01	  7.086934e-02	  1.318325e-01
 5.241870e-01	  1.200000e-01	  7.086934e-02	  1.679909e-01
 5.885157e-01	  1.200000e-01	  7.086934e-02	  2.140666e-01
 6.414213e-01	  1.200000e-01	  7.086934e-02	  2.727797e-01
 6.842976e-01	  1.200000e-01	  7.086934e-02	  3.475964e-01
 7.186873e-01	  1.200000e-01	  7.086934e-02	  4.429334e-01
 7.460684e-01	  1.200000e-01	  7.086934e-02	  5.644189e-01
 7.677579e-01	  1.200000e-01	  7.086934e-02	  7.192249e-01
 7.848792e-01	  1.200000e-01	  7.086934e-02	  9.164904e-01
 7.983637e-01	  1.200000e-01	  7.086934e-02	  1.167861e+00
 8.089682e-01	  1.200000e-01	  7.086934e-02	  1.488176e+00
 8.173002e-01	  1.200000e-01	  7.086934e-02	  1.896345e+00
 8.238428e-01	  1.200000e-01	  7.086934e-02	  2.416465e+00
 8.289787e-01	  1.200000e-01	  7.086934e-02	  3.079241e+00
 8.330094e-01	  1.200000e-01	  7.086934e-02	  3.923800e+00
 8.361724e-01	  1.200000e-01	  7.086934e-02	  5.000000e+00
 1.986316e-01	  1.200000e-01	  9.030703e-02	  5.000000e-02
 2.684353e-01	  1.200000e-01	  9.030703e-02	  6.371375e-02
 3.581747e-01	  1.200000e-01	  9.030703e-02	  8.118884e-02
 4.446985e-01	  1.200000e-01	  9.030703e-02	  1.034569e-01
 5.211061e-01	  1.200000e-01	  9.030703e-02	  1.318325e-01
 5.858413e-01	  1.200000e-01	  9.030703e-02	  1.679909e-01
 6.393331e-01	  1.200000e-01	  9.030703e-02	  2.140666e-01
 6.827894e-01	  1.200000e-01	  9.030703e-02	  2.727797e-01
 7.176691e-01	  1.200000e-01	  9.030703e-02	  3.475964e-01
 7.454250e-01	  1.200000e-01	  9.030703e-02	  4.429334e-01
 7.673810e-01	  1.200000e-01	  9.030703e-02	  5.644189e-01
 7.846803e-01	  1.200000e-01	  9.030703e-02	  7.192249e-01
 7.982769e-01	  1.200000e-01	  9.030703e-02	  9.164904e-01
 8.089477e-01	  1.200000e-01	  9.030703e-02	  1.167861e+00
 8.173159e-01	  1.200000e-01	  9.030703e-02	  1.488176e+00
 8.238760e-01	  1.200000e-01	  9.030703e-02	  1.896345e+00
 8.290183e-01	  1.200000e-01	  9.030703e-02	  2.416465e+00
 8.330492e-01	  1.200000e-01	  9.030703e-02	  3.079241e+00
 8.362092e-01	  1.200000e-01	  9.030703e-02	  3.923800e+00
 8.386868e-01	  1.200000e-01	  9.030703e-02	  5.000000e+00
 2.792268e-01	  1.200000e-01	  1.150760e-01	  5.000000e-02
 3.624108e-01	  1.200000e-01	  1.150760e-01	  6.371375e-02
 4.455164e-01	  1.200000e-01	  1.150760e-01	  8.118884e-02
 5.204679e-01	  1.200000e-01	  1.150760e-01	  1.034569e-01
 5.848009e-01	  1.200000e-01	  1.150760e-01	  1.318325e-01
 6.383910e-01	  1.200000e-01	  1.150760e-01	  1.679909e-01
 6.821317e-01	  1.200000e-01	  1.150760e-01	  2.140666e-01
 7.173160e-01	  1.200000e-01	  1.150760e-01	  2.727797e-01
 7.453228e-01	  1.200000e-01	  1.150760e-01	  3.475964e-01
 7.674538e-01	  1.200000e-01	  1.150760e-01	  4.429334e-01
 7.848577e-01	  1.200000e-01	  1.150760e-01	  5.644189e-01
 7.985042e-01	  1.200000e-01	  1.150760e-01	  7.192249e-01
 8.091875e-01	  1.200000e-01	  1.150760e-01	  9.164904e-01
 8.175455e-01	  1.200000e-01	  1.150760e-01	  1.167861e+00
 8.240836e-01	  1.200000e-01	  1.150760e-01	  1.488176e+00
 8.291989e-01	  1.200000e-01	  1.150760e-01	  1.896345e+00
 8.332024e-01	  1.200000e-01	  1.150760e-01	  2.416465e+00
 8.363367e-01	  1.200000e-01	  1.150760e-01	  3.079241e+00
 8.387915e-01	  1.200000e-01	  1.150760e-01	  3.923800e+00
 8.407147e-01	  1.200000e-01	  1.150760e-01	  5.000000e+00
 3.729027e-01	  1.200000e-01	  1.466385e-01	  5.000000e-02
 4.502295e-01	  1.200000e-01	  1.466385e-01	  6.371375e-02
 5.221325e-01	  1.200000e-01	  1.466385e-01	  8.118884e-02
 5.850851e-01	  1.200000e-01	  1.466385e-01	  1.034569e-01
 6.382084e-01	  1.200000e-01	  1.466385e-01	  1.318325e-01
 6.819254e-01	  1.200000e-01	  1.466385e-01	  1.679909e-01
 7.172563e-01	  1.200000e-01	  1.466385e-01	  2.140666e-01
 7.454362e-01	  1.200000e-01	  1.466385e-01	  2.727797e-01
 7.677033e-01	  1.200000e-01	  1.466385e-01	  3.475964e-01
 7.851888e-01	  1.200000e-01	  1.466385e-01	  4.429334e-01
 7.988674e-01	  1.200000e-01	  1.466385e-01	  5.644189e-01
 8.095467e-01	  1.200000e-01	  1.466385e-01	  7.192249e-01
 8.178782e-01	  1.200000e-01	  1.466385e-01	  9.164904e-01
 8.243784e-01	  1.200000e-01	  1.466385e-01	  1.167861e+00
 8.294523e-01	  1.200000e-01	  1.466385e-01	  1.488176e+00
 8.334153e-01	  1.200000e-01	  1.466385e-01	  1.896345e+00
 8.365129e-01	  1.200000e-01	  1.466385e-01	  2.416465e+00
 8.389355e-01	  1.200000e-01	  1.466385e-01	  3.079241e+00
 8.408313e-01	  1.200000e-01	  1.466385e-01	  3.923800e+00
 8.423157e-01	  1.200000e-01	  1.466385e-01	  5.000000e+00
 4.594392e-01	  1.200000e-01	  1.868577e-01	  5.000000e-02
 5.264473e-01	  1.200000e-01	  1.868577e-01	  6.371375e-02
 5.867836e-01	  1.200000e-01	  1.868577e-01	  8.118884e-02
 6.386943e-01	  1.200000e-01	  1.868577e-01	  1.034569e-01
 6.819782e-01	  1.200000e-01	  1.868577e-01	  1.318325e-01
 7.172572e-01	  1.200000e-01	  1.868577e-01	  1.679909e-01
 7.455320e-01	  1.200000e-01	  1.868577e-01	  2.140666e-01
 7.679180e-01	  1.200000e-01	  1.868577e-01	  2.727797e-01
 7.854930e-01	  1.200000e-01	  1.868577e-01	  3.475964e-01
 7.992181e-01	  1.200000e-01	  1.868577e-01	  4.429334e-01
 8.099059e-01	  1.200000e-01	  1.868577e-01	  5.644189e-01
 8.182194e-01	  1.200000e-01	  1.868577e-01	  7.192249e-01
 8.246863e-01	  1.200000e-01	  1.868577e-01	  9.164904e-01
 8.297202e-01	  1.200000e-01	  1.868577e-01	  1.167861e+00
 8.336425e-01	  1.200000e-01	  1.868577e-01	  1.488176e+00
 8.367020e-01	  1.200000e-01	  1.868577e-01	  1.896345e+00
 8.390908e-01	  1.200000e-01	  1.868577e-01	  2.416465e+00
 8.409576e-01	  1.200000e-01	  1.868577e-01	  3.079241e+00
 8.424176e-01	  1.200000e-01	  1.868577e-01	  3.923800e+00
 8.435601e-01	  1.200000e-01	  1.868577e-01	  5.000000e+00
 5.340954e-01	  1.200000e-01	  2.381081e-01	  5.000000e-02
 5.903561e-01	  1.200000e-01	  2.381081e-01	  6.371375e-02
 6.400776e-01	  1.200000e-01	  2.381081e-01	  8.118884e-02
 6.823453e-01	  1.200000e-01	  2.381081e-01	  1.034569e-01
 7.172652e-01	  1.200000e-01	  2.381081e-01	  1.318325e-01
 7.455022e-01	  1.200000e-01	  2.381081e-01	  1.679909e-01
 7.679723e-01	  1.200000e-01	  2.381081e-01	  2.140666e-01
 7.856493e-01	  1.200000e-01	  2.381081e-01	  2.727797e-01
 7.994501e-01	  1.200000e-01	  2.381081e-01	  3.475964e-01
 8.101772e-01	  1.200000e-01	  2.381081e-01	  4.429334e-01
 8.184985e-01	  1.200000e-01	  2.381081e-01	  5.644189e-01
 8.249514e-01	  1.200000e-01	  2.381081e-01	  7.192249e-01
 8.299591e-01	  1.200000e-01	  2.381081e-01	  9.164904e-01
 8.338500e-01	  1.200000e-01	  2.381081e-01	  1.167861e+00
 8.368776e-01	  1.200000e-01	  2.381081e-01	  1.488176e+00
 8.392368e-01	  1.200000e-01	  2.381081e-01	  1.896345e+00
 8.410773e-01	  1.200000e-01	  2.381081e-01	  2.416465e+00
 8.425148e-01	  1.200000e-01	  2.381081e-01	  3.079241e+00
 8.436385e-01	  1.200000e-01	  2.381081e-01	  3.923800e+00
 8.445175e-01	  1.200000e-01	  2.381081e-01	  5.000000e+00
 5.964746e-01	  1.200000e-01	  3.034152e-01	  5.000000e-02
 6.428459e-01	  1.200000e-01	  3.034152e-01	  6.371375e-02
 6.833179e-01	  1.200000e-01	  3.034152e-01	  8.118884e-02
 7.174155e-01	  1.200000e-01	  3.034152e-01	  1.034569e-01
 7.453774e-01	  1.200000e-01	  3.034152e-01	  1.318325e-01
 7.678382e-01	  1.200000e-01	  3.034152e-01	  1.679909e-01
 7.856039e-01	  1.200000e-01	  3.034152e-01	  2.140666e-01
 7.995043e-01	  1.200000e-01	  3.034152e-01	  2.727797e-01
 8.103061e-01	  1.200000e-01	  3.034152e-01	  3.475964e-01
 8.186695e-01	  1.200000e-01	  3.034152e-01	  4.429334e-01
 8.251369e-01	  1.200000e-01	  3.034152e-01	  5.644189e-01
 8.301401e-01	  1.200000e-01	  3.034152e-01	  7.192249e-01
 8.340156e-01	  1.200000e-01	  3.034152e-01	  9.164904e-01
 8.370228e-01	  1.200000e-01	  3.034152e-01	  1.167861e+00
 8.393603e-01	  1.200000e-01	  3.034152e-01	  1.488176e+00
 8.411804e-01	  1.200000e-01	  3.034152e-01	  1.896345e+00
 8.425996e-01	  1.200000e-01	  3.034152e-01	  2.416465e+00
 8.437074e-01	  1.200000e-01	  3.034152e-01	  3.079241e+00
 8.445732e-01	  1.200000e-01	  3.034152e-01	  3.923800e+00
 8.452502e-01	  1.200000e-01	  3.034152e-01	  5.000000e+00
 6.476107e-01	  1.200000e-01	  3.866344e-01	  5.000000e-02
 6.853599e-01	  1.200000e-01	  3.866344e-01	  6.371375e-02
 7.180089e-01	  1.200000e-01	  3.866344e-01	  8.118884e-02
 7.453235e-01	  1.200000e-01	  3.866344e-01	  1.034569e-01
 7.675873e-01	  1.200000e-01	  3.866344e-01	  1.318325e-01
 7.853720e-01	  1.200000e-01	  3.866344e-01	  1.679909e-01
 7.993677e-01	  1.200000e-01	  3.866344e-01	  2.140666e-01
 8.102692e-01	  1.200000e-01	  3.866344e-01	  2.727797e-01
 8.187082e-01	  1.200000e-01	  3.866344e-01	  3.475964e-01
 8.252219e-01	  1.200000e-01	  3.866344e-01	  4.429334e-01
 8.302466e-01	  1.200000e-01	  3.866344e-01	  5.644189e-01
 8.341265e-01	  1.200000e-01	  3.866344e-01	  7.192249e-01
 8.371277e-01	  1.200000e-01	  3.866344e-01	  9.164904e-01
 8.394542e-01	  1.200000e-01	  3.866344e-01	  1.167861e+00
 8.412613e-01	  1.200000e-01	  3.866344e-01	  1.488176e+00
 8.426677e-01	  1.200000e-01	  3.866344e-01	  1.896345e+00
 8.437639e-01	  1.200000e-01	  3.866344e-01	  2.416465e+00
 8.446193e-01	  1.200000e-01	  3.866344e-01	  3.079241e+00
 8.452876e-01	  1.200000e-01	  3.866344e-01	  3.923800e+00
 8.458102e-01	  1.200000e-01	  3.866344e-01	  5.000000e+00
 6.889995e-01	  1.200000e-01	  4.926786e-01	  5.000000e-02
 7.194575e-01	  1.200000e-01	  4.926786e-01	  6.371375e-02
 7.456196e-01	  1.200000e-01	  4.926786e-01	  8.118884e-02
 7.673850e-01	  1.200000e-01	  4.926786e-01	  1.034569e-01
 7.850373e-01	  1.200000e-01	  4.926786e-01	  1.318325e-01
 7.990735e-01	  1.200000e-01	  4.926786e-01	  1.679909e-01
 8.100732e-01	  1.200000e-01	  4.926786e-01	  2.140666e-01
 8.186097e-01	  1.200000e-01	  4.926786e-01	  2.727797e-01
 8.251977e-01	  1.200000e-01	  4.926786e-01	  3.475964e-01
 8.302703e-01	  1.200000e-01	  4.926786e-01	  4.429334e-01
 8.341761e-01	  1.200000e-01	  4.926786e-01	  5.644189e-01
 8.371878e-01	  1.200000e-01	  4.926786e-01	  7.192249e-01
 8.395151e-01	  1.200000e-01	  4.926786e-01	  9.164904e-01
 8.413179e-01	  1.200000e-01	  4.926786e-01	  1.167861e+00
 8.427177e-01	  1.200000e-01	  4.926786e-01	  1.488176e+00
 8.438066e-01	  1.200000e-01	  4.926786e-01	  1.896345e+00
 8.446551e-01	  1.200000e-01	  4.926786e-01	  2.416465e+00
 8.453172e-01	  1.200000e-01	  4.926786e-01	  3.079241e+00
 8.458343e-01	  1.200000e-01	  4.926786e-01	  3.923800e+00
 8.462386e-01	  1.200000e-01	  4.926786e-01	  5.000000e+00
 7.222019e-01	  1.200000e-01	  6.278080e-01	  5.000000e-02
 7.466156e-01	  1.200000e-01	  6.278080e-01	  6.371375e-02
 7.674737e-01	  1.200000e-01	  6.278080e-01	  8.118884e-02
 7.847484e-01	  1.200000e-01	  6.278080e-01	  1.034569e-01
 7.987015e-01	  1.200000e-01	  6.278080e-01	  1.318325e-01
 8.097546e-01	  1.200000e-01	  6.278080e-01	  1.679909e-01
 8.183871e-01	  1.200000e-01	  6.278080e-01	  2.140666e-01
 8.250669e-01	  1.200000e-01	  6.278080e-01	  2.727797e-01
 8.302097e-01	  1.200000e-01	  6.278080e-01	  3.475964e-01
 8.341621e-01	  1.200000e-01	  6.278080e-01	  4.429334e-01
 8.372010e-01	  1.200000e-01	  6.278080e-01	  5.644189e-01
 8.395419e-01	  1.200000e-01	  6.278080e-01	  7.192249e-01
 8.413497e-01	  1.200000e-01	  6.278080e-01	  9.164904e-01
 8.427494e-01	  1.200000e-01	  6.278080e-01	  1.167861e+00
 8.438357e-01	  1.200000e-01	  6.278080e-01	  1.488176e+00
 8.446807e-01	  1.200000e-01	  6.278080e-01	  1.896345e+00
 8.453391e-01	  1.200000e-01	  6.278080e-01	  2.416465e+00
 8.458527e-01	  1.200000e-01	  6.278080e-01	  3.079241e+00
 8.462537e-01	  1.200000e-01	  6.278080e-01	  3.923800e+00
 8.465672e-01	  1.200000e-01	  6.278080e-01	  5.000000e+00
 7.486695e-01	  1.200000e-01	  8.000000e-01	  5.000000e-02
 7.681414e-01	  1.200000e-01	  8.000000e-01	  6.371375e-02
 7.847074e-01	  1.200000e-01	  8.000000e-01	  8.118884e-02
 7.983775e-01	  1.200000e-01	  8.000000e-01	  1.034569e-01
 8.093826e-01	  1.200000e-01	  8.000000e-01	  1.318325e-01
 8.180737e-01	  1.200000e-01	  8.000000e-01	  1.679909e-01
 8.248430e-01	  1.200000e-01	  8.000000e-01	  2.140666e-01
