# == Iter    0 ==
Timepoint   	           1	           2
0.000000e+00	0.000000e+00	0.000000e+00
1.000000e-04	3.473701e-05	1.137057e-09
1.010000e-02	3.510841e-03	1.159792e-05
1.311774e-01	4.598520e-02	1.954163e-03
4.908142e-01	1.760239e-01	2.725406e-02
7.898590e-01	2.861676e-01	7.013774e-02
1.092064e+00	3.944230e-01	1.324951e-01
1.411439e+00	4.987674e-01	2.168225e-01
1.755358e+00	5.912098e-01	3.244285e-01
2.134051e+00	6.601480e-01	4.555697e-01
2.573165e+00	6.900814e-01	6.115798e-01
2.814102e+00	6.840724e-01	6.937205e-01
3.053990e+00	6.645230e-01	7.702578e-01
3.280115e+00	6.364162e-01	8.361166e-01
3.494593e+00	6.040752e-01	8.920991e-01
3.705985e+00	5.699389e-01	9.407800e-01
3.915636e+00	5.370861e-01	9.828292e-01
4.135191e+00	5.072278e-01	1.020837e+00
4.351702e+00	4.856458e-01	1.053359e+00
4.578833e+00	4.745582e-01	1.083803e+00
5.233648e+00	5.281124e-01	1.170038e+00
5.456896e+00	5.773406e-01	1.206099e+00
5.669880e+00	6.375166e-01	1.246796e+00
5.876694e+00	7.062380e-01	1.293557e+00
6.089864e+00	7.848887e-01	1.350220e+00
6.295858e+00	8.652543e-01	1.413662e+00
6.503451e+00	9.470859e-01	1.486284e+00
7.047798e+00	1.139574e+00	1.713646e+00
7.501688e+00	1.243814e+00	1.930553e+00
7.989073e+00	1.274668e+00	2.166885e+00
8.230777e+00	1.258237e+00	2.277294e+00
8.474294e+00	1.223506e+00	2.380039e+00
8.706177e+00	1.177434e+00	2.467951e+00
8.928903e+00	1.125794e+00	2.542168e+00
9.147992e+00	1.072769e+00	2.605083e+00
9.366014e+00	1.022755e+00	2.658158e+00
9.931441e+00	9.393620e-01	2.760874e+00
1.039573e+01	9.560633e-01	2.828648e+00
1.082742e+01	1.055816e+00	2.903339e+00
1.127552e+01	1.235735e+00	3.015357e+00
1.169807e+01	1.449201e+00	3.167023e+00
1.211088e+01	1.662053e+00	3.361663e+00
1.253100e+01	1.843832e+00	3.599564e+00
1.297633e+01	1.961960e+00	3.876967e+00
1.348987e+01	1.978159e+00	4.194641e+00
1.404586e+01	1.864976e+00	4.491276e+00
1.452117e+01	1.710749e+00	4.681491e+00
1.495518e+01	1.580125e+00	4.802135e+00
1.538301e+01	1.509678e+00	4.884756e+00
1.584043e+01	1.536728e+00	4.959725e+00
1.609964e+01	1.605451e+00	5.008786e+00
1.634288e+01	1.703465e+00	5.066044e+00
1.657105e+01	1.820873e+00	5.133567e+00
1.679776e+01	1.956291e+00	5.216638e+00
1.701672e+01	2.098328e+00	5.313542e+00
1.723567e+01	2.244223e+00	5.427292e+00
1.780615e+01	2.589006e+00	5.795579e+00
1.827949e+01	2.771577e+00	6.154434e+00
1.878515e+01	2.814992e+00	6.544179e+00
1.938899e+01	2.671362e+00	6.949321e+00
1.988760e+01	2.461092e+00	7.194957e+00
1.992639e+01	2.444037e+00	7.210301e+00
1.999416e+01	2.414558e+00	7.235848e+00
2.009186e+01	2.373192e+00	7.269911e+00
2.018371e+01	2.336068e+00	7.299083e+00
2.058078e+01	2.208731e+00	7.398011e+00
2.102008e+01	2.161754e+00	7.474814e+00
2.153278e+01	2.259009e+00	7.564666e+00
