Timepoint   	LH_pit      	LH_blood    	R_LH        	LH_R        	R_LH_des    	FSH_pit     	FSH_blood   	R_FSH       	FSH_R       	R_FSH_des   	S_foll      	AF1         	AF2         	AF3         	AF4         	PrF         	OvF         	Sc1         	Sc2         	Lut1        	Lut2        	Lut3        	Lut4        	E2          	P4          	InhA        	InhB        	InhA_tau    	GnRH_G      	R_GnRH_a    	R_GnRH_i    	GnRH_R_a    	GnRH_R_i    
-3.747044e+00	2.936485e+05	5.699663e+00	7.538024e+00	5.019953e-01	1.333981e+00	3.538148e+04	4.252805e+00	6.273880e+00	6.810025e-01	1.544117e+00	2.021362e+00	2.591356e+00	4.709772e+01	4.869868e+00	2.054790e-03	8.644190e-01	1.612031e-10	1.262667e-14	4.821828e-11	1.448760e-09	1.076495e-07	5.318518e-06	7.405471e-05	7.798360e+01	1.960027e-01	7.728029e-01	1.227110e+02	2.008549e+01	3.321846e-02	8.792851e-03	1.006151e-03	1.396898e-04	1.268815e-04
-3.734536e+00	2.937005e+05	5.704372e+00	7.536820e+00	5.023280e-01	1.334852e+00	3.535381e+04	4.250348e+00	6.274835e+00	6.807117e-01	1.543453e+00	2.023690e+00	2.591172e+00	4.711333e+01	4.880607e+00	2.064751e-03	8.675085e-01	1.677890e-10	1.243530e-14	4.764415e-11	1.432612e-09	1.066487e-07	5.278972e-06	7.359212e-05	7.813568e+01	1.959268e-01	7.742670e-01	1.227516e+02	2.007699e+01	3.322818e-02	8.792735e-03	1.006172e-03	1.397288e-04	1.269157e-04
-3.722214e+00	2.937517e+05	5.709072e+00	7.535618e+00	5.026599e-01	1.335722e+00	3.532657e+04	4.247944e+00	6.275770e+00	6.804271e-01	1.542802e+00	2.025982e+00	2.590990e+00	4.712864e+01	4.891209e+00	2.074677e-03	8.705719e-01	1.745648e-10	1.224962e-14	4.708526e-11	1.416880e-09	1.056719e-07	5.240302e-06	7.313921e-05	7.828635e+01	1.958524e-01	7.757180e-01	1.227914e+02	2.006870e+01	3.323790e-02	8.792619e-03	1.006194e-03	1.397677e-04	1.269499e-04
-3.710047e+00	2.938022e+05	5.713775e+00	7.534416e+00	5.029919e-01	1.336592e+00	3.529968e+04	4.245586e+00	6.276688e+00	6.801479e-01	1.542164e+00	2.028245e+00	2.590809e+00	4.714371e+01	4.901699e+00	2.084591e-03	8.736168e-01	1.815502e-10	1.206898e-14	4.653977e-11	1.401514e-09	1.047161e-07	5.202392e-06	7.269464e-05	7.843598e+01	1.957794e-01	7.771597e-01	1.228305e+02	2.006062e+01	3.324765e-02	8.792503e-03	1.006216e-03	1.398068e-04	1.269842e-04
-3.698007e+00	2.938522e+05	5.718487e+00	7.533212e+00	5.033246e-01	1.337463e+00	3.527309e+04	4.243269e+00	6.277590e+00	6.798733e-01	1.541537e+00	2.030483e+00	2.590630e+00	4.715857e+01	4.912102e+00	2.094512e-03	8.766493e-01	1.887643e-10	1.189285e-14	4.600620e-11	1.386472e-09	1.037788e-07	5.165145e-06	7.225733e-05	7.858488e+01	1.957076e-01	7.785950e-01	1.228692e+02	2.005272e+01	3.325743e-02	8.792387e-03	1.006238e-03	1.398460e-04	1.270186e-04
-3.686073e+00	2.939017e+05	5.723218e+00	7.532004e+00	5.036584e-01	1.338338e+00	3.524674e+04	4.240987e+00	6.278479e+00	6.796029e-01	1.540918e+00	2.032701e+00	2.590451e+00	4.717324e+01	4.922433e+00	2.104457e-03	8.796745e-01	1.962249e-10	1.172081e-14	4.548338e-11	1.371722e-09	1.028580e-07	5.128488e-06	7.182643e-05	7.873331e+01	1.956369e-01	7.800262e-01	1.229073e+02	2.004497e+01	3.326728e-02	8.792271e-03	1.006260e-03	1.398855e-04	1.270533e-04
-3.674229e+00	2.939508e+05	5.727973e+00	7.530790e+00	5.039938e-01	1.339217e+00	3.522060e+04	4.238738e+00	6.279355e+00	6.793363e-01	1.540309e+00	2.034901e+00	2.590273e+00	4.718775e+01	4.932708e+00	2.114437e-03	8.826961e-01	2.039487e-10	1.155254e-14	4.497040e-11	1.357238e-09	1.019521e-07	5.092365e-06	7.140129e-05	7.888143e+01	1.955671e-01	7.814551e-01	1.229450e+02	2.003738e+01	3.327719e-02	8.792154e-03	1.006282e-03	1.399252e-04	1.270882e-04
-3.662464e+00	2.939995e+05	5.732755e+00	7.529569e+00	5.043310e-01	1.340100e+00	3.519464e+04	4.236519e+00	6.280220e+00	6.790731e-01	1.539707e+00	2.037085e+00	2.590096e+00	4.720211e+01	4.942935e+00	2.124462e-03	8.857169e-01	2.119516e-10	1.138777e-14	4.446654e-11	1.343001e-09	1.010602e-07	5.056731e-06	7.098143e-05	7.902941e+01	1.954981e-01	7.828831e-01	1.229823e+02	2.002993e+01	3.328717e-02	8.792036e-03	1.006304e-03	1.399653e-04	1.271233e-04
-3.650769e+00	2.940480e+05	5.737568e+00	7.528341e+00	5.046702e-01	1.340989e+00	3.516885e+04	4.234328e+00	6.281074e+00	6.788133e-01	1.539113e+00	2.039255e+00	2.589919e+00	4.721633e+01	4.953122e+00	2.134540e-03	8.887391e-01	2.202485e-10	1.122631e-14	4.397128e-11	1.328996e-09	1.001813e-07	5.021554e-06	7.056646e-05	7.917733e+01	1.954300e-01	7.843111e-01	1.230193e+02	2.002261e+01	3.329724e-02	8.791918e-03	1.006327e-03	1.400056e-04	1.271588e-04
-3.639137e+00	2.940962e+05	5.742414e+00	7.527104e+00	5.050117e-01	1.341884e+00	3.514321e+04	4.232164e+00	6.281918e+00	6.785565e-01	1.538526e+00	2.041413e+00	2.589742e+00	4.723042e+01	4.963274e+00	2.144675e-03	8.917642e-01	2.288543e-10	1.106800e-14	4.348418e-11	1.315212e-09	9.931469e-08	4.986809e-06	7.015610e-05	7.932528e+01	1.953626e-01	7.857399e-01	1.230559e+02	2.001541e+01	3.330739e-02	8.791798e-03	1.006350e-03	1.400463e-04	1.271946e-04
-3.627564e+00	2.941441e+05	5.747295e+00	7.525859e+00	5.053556e-01	1.342785e+00	3.511771e+04	4.230026e+00	6.282752e+00	6.783028e-01	1.537945e+00	2.043560e+00	2.589566e+00	4.724439e+01	4.973397e+00	2.154873e-03	8.947936e-01	2.377836e-10	1.091269e-14	4.300486e-11	1.301638e-09	9.845981e-08	4.952474e-06	6.975012e-05	7.947332e+01	1.952959e-01	7.871700e-01	1.230922e+02	2.000834e+01	3.331763e-02	8.791678e-03	1.006373e-03	1.400874e-04	1.272307e-04
-3.616044e+00	2.941917e+05	5.752212e+00	7.524606e+00	5.057019e-01	1.343693e+00	3.509234e+04	4.227913e+00	6.283577e+00	6.780519e-01	1.537371e+00	2.045695e+00	2.589390e+00	4.725823e+01	4.983493e+00	2.165137e-03	8.978281e-01	2.470513e-10	1.076027e-14	4.253303e-11	1.288266e-09	9.761621e-08	4.918533e-06	6.934832e-05	7.962151e+01	1.952299e-01	7.886020e-01	1.231282e+02	2.000139e+01	3.332797e-02	8.791557e-03	1.006396e-03	1.401289e-04	1.272671e-04
-3.604575e+00	2.942392e+05	5.757168e+00	7.523342e+00	5.060508e-01	1.344607e+00	3.506708e+04	4.225824e+00	6.284392e+00	6.778039e-01	1.536804e+00	2.047820e+00	2.589214e+00	4.727197e+01	4.993565e+00	2.175470e-03	9.008688e-01	2.566726e-10	1.061064e-14	4.206841e-11	1.275089e-09	9.678348e-08	4.884971e-06	6.895056e-05	7.976987e+01	1.951646e-01	7.900362e-01	1.231639e+02	1.999456e+01	3.333840e-02	8.791435e-03	1.006420e-03	1.401707e-04	1.273039e-04
-3.593154e+00	2.942864e+05	5.762162e+00	7.522070e+00	5.064023e-01	1.345528e+00	3.504195e+04	4.223759e+00	6.285199e+00	6.775586e-01	1.536242e+00	2.049936e+00	2.589038e+00	4.728559e+01	5.003616e+00	2.185875e-03	9.039163e-01	2.666631e-10	1.046370e-14	4.161078e-11	1.262100e-09	9.596125e-08	4.851775e-06	6.855669e-05	7.991846e+01	1.951000e-01	7.914731e-01	1.231994e+02	1.998784e+01	3.334892e-02	8.791312e-03	1.006443e-03	1.402129e-04	1.273410e-04
-3.581778e+00	2.943334e+05	5.767196e+00	7.520788e+00	5.067565e-01	1.346456e+00	3.501692e+04	4.221717e+00	6.285997e+00	6.773159e-01	1.535687e+00	2.052042e+00	2.588862e+00	4.729911e+01	5.013647e+00	2.196355e-03	9.069712e-01	2.770389e-10	1.031937e-14	4.115992e-11	1.249295e-09	9.514922e-08	4.818933e-06	6.816658e-05	8.006730e+01	1.950359e-01	7.929127e-01	1.232345e+02	1.998124e+01	3.335955e-02	8.791189e-03	1.006468e-03	1.402555e-04	1.273785e-04
-3.570446e+00	2.943801e+05	5.772272e+00	7.519495e+00	5.071134e-01	1.347391e+00	3.499200e+04	4.219697e+00	6.286786e+00	6.770759e-01	1.535138e+00	2.054140e+00	2.588687e+00	4.731253e+01	5.023661e+00	2.206912e-03	9.100341e-01	2.878169e-10	1.017757e-14	4.071563e-11	1.236667e-09	9.434708e-08	4.786436e-06	6.778012e-05	8.021642e+01	1.949724e-01	7.943556e-01	1.232694e+02	1.997474e+01	3.337027e-02	8.791064e-03	1.006492e-03	1.402985e-04	1.274164e-04
-3.559155e+00	2.944267e+05	5.777389e+00	7.518193e+00	5.074732e-01	1.348334e+00	3.496718e+04	4.217700e+00	6.287567e+00	6.768385e-01	1.534594e+00	2.056229e+00	2.588511e+00	4.732584e+01	5.033659e+00	2.217550e-03	9.131057e-01	2.990144e-10	1.003822e-14	4.027773e-11	1.224211e-09	9.355457e-08	4.754274e-06	6.739722e-05	8.036585e+01	1.949096e-01	7.958018e-01	1.233040e+02	1.996835e+01	3.338110e-02	8.790938e-03	1.006516e-03	1.403420e-04	1.274546e-04
-3.547904e+00	2.944731e+05	5.782549e+00	7.516880e+00	5.078358e-01	1.349285e+00	3.494245e+04	4.215725e+00	6.288340e+00	6.766036e-01	1.534056e+00	2.058310e+00	2.588336e+00	4.733905e+01	5.043643e+00	2.228269e-03	9.161863e-01	3.106496e-10	9.901259e-15	3.984607e-11	1.211924e-09	9.277144e-08	4.722439e-06	6.701777e-05	8.051561e+01	1.948472e-01	7.972516e-01	1.233384e+02	1.996207e+01	3.339202e-02	8.790811e-03	1.006541e-03	1.403858e-04	1.274932e-04
-3.536691e+00	2.945194e+05	5.787753e+00	7.515556e+00	5.082014e-01	1.350243e+00	3.491782e+04	4.213771e+00	6.289105e+00	6.763712e-01	1.533524e+00	2.060384e+00	2.588161e+00	4.735217e+01	5.053614e+00	2.239073e-03	9.192764e-01	3.227415e-10	9.766622e-15	3.942046e-11	1.199801e-09	9.199746e-08	4.690922e-06	6.664170e-05	8.066572e+01	1.947855e-01	7.987052e-01	1.233725e+02	1.995589e+01	3.340306e-02	8.790683e-03	1.006566e-03	1.404301e-04	1.275321e-04
-3.525514e+00	2.945654e+05	5.793001e+00	7.514221e+00	5.085700e-01	1.351209e+00	3.489327e+04	4.211839e+00	6.289861e+00	6.761413e-01	1.532997e+00	2.062449e+00	2.587986e+00	4.736519e+01	5.063573e+00	2.249963e-03	9.223765e-01	3.353097e-10	9.634247e-15	3.900077e-11	1.187838e-09	9.123241e-08	4.659716e-06	6.626893e-05	8.081621e+01	1.947243e-01	8.001628e-01	1.234063e+02	1.994982e+01	3.341419e-02	8.790554e-03	1.006592e-03	1.404747e-04	1.275714e-04
-3.514373e+00	2.946113e+05	5.798294e+00	7.512876e+00	5.089416e-01	1.352182e+00	3.486881e+04	4.209927e+00	6.290610e+00	6.759138e-01	1.532476e+00	2.064508e+00	2.587811e+00	4.737812e+01	5.073521e+00	2.260942e-03	9.254871e-01	3.483750e-10	9.504075e-15	3.858683e-11	1.176031e-09	9.047608e-08	4.628813e-06	6.589937e-05	8.096709e+01	1.946636e-01	8.016246e-01	1.234399e+02	1.994384e+01	3.342544e-02	8.790425e-03	1.006617e-03	1.405199e-04	1.276111e-04
-3.503266e+00	2.946570e+05	5.803633e+00	7.511519e+00	5.093163e-01	1.353164e+00	3.484444e+04	4.208037e+00	6.291351e+00	6.756888e-01	1.531960e+00	2.066559e+00	2.587637e+00	4.739095e+01	5.083460e+00	2.272011e-03	9.286084e-01	3.619589e-10	9.376052e-15	3.817854e-11	1.164376e-09	8.972829e-08	4.598208e-06	6.553295e-05	8.111839e+01	1.946034e-01	8.030907e-01	1.234733e+02	1.993797e+01	3.343679e-02	8.790294e-03	1.006643e-03	1.405654e-04	1.276512e-04
-3.492192e+00	2.947026e+05	5.809018e+00	7.510151e+00	5.096941e-01	1.354154e+00	3.482015e+04	4.206166e+00	6.292084e+00	6.754661e-01	1.531450e+00	2.068604e+00	2.587462e+00	4.740370e+01	5.093390e+00	2.283173e-03	9.317409e-01	3.760839e-10	9.250126e-15	3.777577e-11	1.152871e-09	8.898884e-08	4.567893e-06	6.516962e-05	8.127012e+01	1.945437e-01	8.045614e-01	1.235065e+02	1.993220e+01	3.344825e-02	8.790162e-03	1.006670e-03	1.406114e-04	1.276917e-04
-3.481149e+00	2.947480e+05	5.814451e+00	7.508772e+00	5.100751e-01	1.355153e+00	3.479593e+04	4.204317e+00	6.292809e+00	6.752458e-01	1.530945e+00	2.070642e+00	2.587288e+00	4.741635e+01	5.103313e+00	2.294429e-03	9.348850e-01	3.907736e-10	9.126246e-15	3.737839e-11	1.141511e-09	8.825756e-08	4.537863e-06	6.480930e-05	8.142230e+01	1.944845e-01	8.060369e-01	1.235394e+02	1.992653e+01	3.345983e-02	8.790028e-03	1.006696e-03	1.406578e-04	1.277326e-04
-3.470138e+00	2.947932e+05	5.819932e+00	7.507381e+00	5.104593e-01	1.356160e+00	3.477179e+04	4.202487e+00	6.293527e+00	6.750278e-01	1.530445e+00	2.072674e+00	2.587113e+00	4.742892e+01	5.113229e+00	2.305783e-03	9.380409e-01	4.060527e-10	9.004364e-15	3.698627e-11	1.130295e-09	8.753428e-08	4.508112e-06	6.445194e-05	8.157495e+01	1.944259e-01	8.075171e-01	1.235720e+02	1.992096e+01	3.347151e-02	8.789894e-03	1.006723e-03	1.407047e-04	1.277739e-04
-3.459156e+00	2.948384e+05	5.825461e+00	7.505978e+00	5.108468e-01	1.357175e+00	3.474772e+04	4.200678e+00	6.294237e+00	6.748122e-01	1.529951e+00	2.074700e+00	2.586939e+00	4.744140e+01	5.123139e+00	2.317235e-03	9.412092e-01	4.219468e-10	8.884435e-15	3.659932e-11	1.119218e-09	8.681886e-08	4.478636e-06	6.409748e-05	8.172808e+01	1.943676e-01	8.090024e-01	1.236045e+02	1.991548e+01	3.348331e-02	8.789759e-03	1.006750e-03	1.407521e-04	1.278156e-04
-3.448204e+00	2.948833e+05	5.831040e+00	7.504563e+00	5.112376e-01	1.358199e+00	3.472373e+04	4.198888e+00	6.294939e+00	6.745989e-01	1.529462e+00	2.076719e+00	2.586765e+00	4.745379e+01	5.133045e+00	2.328787e-03	9.443900e-01	4.384830e-10	8.766414e-15	3.621744e-11	1.108279e-09	8.611112e-08	4.449427e-06	6.374587e-05	8.188172e+01	1.943099e-01	8.104928e-01	1.236367e+02	1.991010e+01	3.349522e-02	8.789622e-03	1.006777e-03	1.407999e-04	1.278577e-04
-3.437279e+00	2.949281e+05	5.836669e+00	7.503136e+00	5.116317e-01	1.359232e+00	3.469980e+04	4.197118e+00	6.295634e+00	6.743879e-01	1.528978e+00	2.078733e+00	2.586591e+00	4.746610e+01	5.142946e+00	2.340443e-03	9.475838e-01	4.556895e-10	8.650258e-15	3.584050e-11	1.097474e-09	8.541093e-08	4.420482e-06	6.339705e-05	8.203587e+01	1.942526e-01	8.119885e-01	1.236687e+02	1.990482e+01	3.350724e-02	8.789484e-03	1.006805e-03	1.408481e-04	1.279002e-04
-3.426382e+00	2.949728e+05	5.842348e+00	7.501696e+00	5.120293e-01	1.360274e+00	3.467594e+04	4.195368e+00	6.296322e+00	6.741792e-01	1.528499e+00	2.080741e+00	2.586417e+00	4.747832e+01	5.152843e+00	2.352203e-03	9.507909e-01	4.735958e-10	8.535928e-15	3.546842e-11	1.086801e-09	8.471816e-08	4.391797e-06	6.305097e-05	8.219056e+01	1.941958e-01	8.134897e-01	1.237005e+02	1.989963e+01	3.351938e-02	8.789346e-03	1.006833e-03	1.408968e-04	1.279432e-04
-3.415512e+00	2.950174e+05	5.848079e+00	7.500245e+00	5.124303e-01	1.361325e+00	3.465215e+04	4.193637e+00	6.297002e+00	6.739727e-01	1.528025e+00	2.082743e+00	2.586243e+00	4.749046e+01	5.162738e+00	2.364070e-03	9.540116e-01	4.922329e-10	8.423384e-15	3.510110e-11	1.076256e-09	8.403266e-08	4.363366e-06	6.270760e-05	8.234579e+01	1.941394e-01	8.149964e-01	1.237321e+02	1.989453e+01	3.353164e-02	8.789206e-03	1.006861e-03	1.409460e-04	1.279865e-04
-3.404668e+00	2.950618e+05	5.853862e+00	7.498780e+00	5.128348e-01	1.362385e+00	3.462842e+04	4.191926e+00	6.297675e+00	6.737685e-01	1.527556e+00	2.084740e+00	2.586070e+00	4.750251e+01	5.172631e+00	2.376046e-03	9.572462e-01	5.116333e-10	8.312587e-15	3.473844e-11	1.065839e-09	8.335430e-08	4.335184e-06	6.236687e-05	8.250159e+01	1.940834e-01	8.165089e-01	1.237635e+02	1.988953e+01	3.354402e-02	8.789065e-03	1.006890e-03	1.409957e-04	1.280303e-04
-3.393849e+00	2.951061e+05	5.859698e+00	7.497303e+00	5.132428e-01	1.363455e+00	3.460476e+04	4.190234e+00	6.298341e+00	6.735666e-01	1.527093e+00	2.086732e+00	2.585896e+00	4.751449e+01	5.182522e+00	2.388133e-03	9.604950e-01	5.318308e-10	8.203501e-15	3.438036e-11	1.055547e-09	8.268296e-08	4.307249e-06	6.202876e-05	8.265797e+01	1.940279e-01	8.180272e-01	1.237946e+02	1.988461e+01	3.355651e-02	8.788922e-03	1.006918e-03	1.410459e-04	1.280745e-04
-3.383055e+00	2.951502e+05	5.865588e+00	7.495812e+00	5.136545e-01	1.364533e+00	3.458115e+04	4.188561e+00	6.298999e+00	6.733669e-01	1.526634e+00	2.088718e+00	2.585723e+00	4.752638e+01	5.192412e+00	2.400333e-03	9.637584e-01	5.528609e-10	8.096092e-15	3.402679e-11	1.045376e-09	8.201853e-08	4.279556e-06	6.169321e-05	8.281493e+01	1.939728e-01	8.195514e-01	1.238255e+02	1.987980e+01	3.356913e-02	8.788779e-03	1.006948e-03	1.410965e-04	1.281191e-04
-3.372285e+00	2.951942e+05	5.871532e+00	7.494309e+00	5.140697e-01	1.365621e+00	3.455761e+04	4.186907e+00	6.299650e+00	6.731695e-01	1.526180e+00	2.090699e+00	2.585550e+00	4.753819e+01	5.202302e+00	2.412648e-03	9.670366e-01	5.747613e-10	7.990323e-15	3.367763e-11	1.035326e-09	8.136087e-08	4.252101e-06	6.136019e-05	8.297251e+01	1.939181e-01	8.210818e-01	1.238563e+02	1.987507e+01	3.358186e-02	8.788634e-03	1.006977e-03	1.411476e-04	1.281642e-04
-3.361539e+00	2.952382e+05	5.877531e+00	7.492792e+00	5.144886e-01	1.366719e+00	3.453412e+04	4.185273e+00	6.300294e+00	6.729742e-01	1.525732e+00	2.092676e+00	2.585377e+00	4.754993e+01	5.212192e+00	2.425080e-03	9.703300e-01	5.975706e-10	7.886164e-15	3.333279e-11	1.025394e-09	8.070990e-08	4.224880e-06	6.102966e-05	8.313071e+01	1.938638e-01	8.226184e-01	1.238868e+02	1.987043e+01	3.359472e-02	8.788488e-03	1.007007e-03	1.411992e-04	1.282097e-04
-3.350815e+00	2.952819e+05	5.883585e+00	7.491262e+00	5.149112e-01	1.367827e+00	3.451070e+04	4.183657e+00	6.300930e+00	6.727812e-01	1.525288e+00	2.094647e+00	2.585204e+00	4.756158e+01	5.222084e+00	2.437632e-03	9.736389e-01	6.213301e-10	7.783580e-15	3.299221e-11	1.015577e-09	8.006549e-08	4.197890e-06	6.070159e-05	8.328954e+01	1.938099e-01	8.241613e-01	1.239171e+02	1.986589e+01	3.360771e-02	8.788341e-03	1.007037e-03	1.412513e-04	1.282556e-04
-3.340114e+00	2.953256e+05	5.889696e+00	7.489718e+00	5.153376e-01	1.368944e+00	3.448732e+04	4.182061e+00	6.301560e+00	6.725905e-01	1.524850e+00	2.096614e+00	2.585031e+00	4.757315e+01	5.231976e+00	2.450305e-03	9.769635e-01	6.460827e-10	7.682542e-15	3.265581e-11	1.005875e-09	7.942753e-08	4.171127e-06	6.037593e-05	8.344902e+01	1.937564e-01	8.257108e-01	1.239472e+02	1.986143e+01	3.362082e-02	8.788192e-03	1.007067e-03	1.413040e-04	1.283020e-04
-3.329435e+00	2.953692e+05	5.895864e+00	7.488161e+00	5.157678e-01	1.370071e+00	3.446400e+04	4.180483e+00	6.302182e+00	6.724019e-01	1.524416e+00	2.098576e+00	2.584859e+00	4.758464e+01	5.241870e+00	2.463102e-03	9.803042e-01	6.718735e-10	7.583019e-15	3.232353e-11	9.962846e-10	7.879594e-08	4.144588e-06	6.005264e-05	8.360916e+01	1.937033e-01	8.272668e-01	1.239771e+02	1.985707e+01	3.363405e-02	8.788042e-03	1.007098e-03	1.413571e-04	1.283488e-04
-3.318778e+00	2.954126e+05	5.902090e+00	7.486590e+00	5.162018e-01	1.371209e+00	3.444074e+04	4.178924e+00	6.302797e+00	6.722156e-01	1.523988e+00	2.100534e+00	2.584686e+00	4.759606e+01	5.251767e+00	2.476025e-03	9.836612e-01	6.987497e-10	7.484983e-15	3.199528e-11	9.868045e-10	7.817061e-08	4.118270e-06	5.973171e-05	8.376998e+01	1.936506e-01	8.288295e-01	1.240068e+02	1.985279e+01	3.364741e-02	8.787891e-03	1.007129e-03	1.414107e-04	1.283961e-04
-3.308141e+00	2.954559e+05	5.908374e+00	7.485004e+00	5.166398e-01	1.372356e+00	3.441753e+04	4.177385e+00	6.303405e+00	6.720315e-01	1.523564e+00	2.102487e+00	2.584514e+00	4.760739e+01	5.261667e+00	2.489075e-03	9.870349e-01	7.267611e-10	7.388403e-15	3.167101e-11	9.774328e-10	7.755144e-08	4.092169e-06	5.941309e-05	8.393150e+01	1.935982e-01	8.303991e-01	1.240363e+02	1.984860e+01	3.366090e-02	8.787739e-03	1.007160e-03	1.414649e-04	1.284439e-04
-3.297525e+00	2.954991e+05	5.914718e+00	7.483404e+00	5.170817e-01	1.373514e+00	3.439436e+04	4.175864e+00	6.304005e+00	6.718496e-01	1.523145e+00	2.104436e+00	2.584342e+00	4.761865e+01	5.271570e+00	2.502257e-03	9.904256e-01	7.559596e-10	7.293253e-15	3.135063e-11	9.681677e-10	7.693834e-08	4.066283e-06	5.909676e-05	8.409371e+01	1.935463e-01	8.319757e-01	1.240656e+02	1.984450e+01	3.367452e-02	8.787585e-03	1.007192e-03	1.415195e-04	1.284921e-04
-3.286930e+00	2.955422e+05	5.921122e+00	7.481790e+00	5.175275e-01	1.374682e+00	3.437125e+04	4.174362e+00	6.304598e+00	6.716699e-01	1.522732e+00	2.106381e+00	2.584170e+00	4.762983e+01	5.281476e+00	2.515571e-03	9.938336e-01	7.864002e-10	7.199506e-15	3.103411e-11	9.590076e-10	7.633122e-08	4.040608e-06	5.878268e-05	8.425665e+01	1.934947e-01	8.335594e-01	1.240947e+02	1.984049e+01	3.368827e-02	8.787430e-03	1.007224e-03	1.415747e-04	1.285407e-04
-3.276354e+00	2.955852e+05	5.927586e+00	7.480161e+00	5.179775e-01	1.375861e+00	3.434819e+04	4.172879e+00	6.305185e+00	6.714924e-01	1.522323e+00	2.108321e+00	2.583999e+00	4.764094e+01	5.291387e+00	2.529020e-03	9.972592e-01	8.181400e-10	7.107136e-15	3.072136e-11	9.499508e-10	7.573000e-08	4.015141e-06	5.847082e-05	8.442031e+01	1.934435e-01	8.351502e-01	1.241236e+02	1.983657e+01	3.370215e-02	8.787274e-03	1.007256e-03	1.416305e-04	1.285899e-04
-3.265798e+00	2.956281e+05	5.934112e+00	7.478518e+00	5.184315e-01	1.377051e+00	3.432518e+04	4.171414e+00	6.305764e+00	6.713172e-01	1.521919e+00	2.110257e+00	2.583828e+00	4.765196e+01	5.301303e+00	2.542607e-03	1.000703e+00	8.512396e-10	7.016118e-15	3.041232e-11	9.409956e-10	7.513458e-08	3.989880e-06	5.816116e-05	8.458473e+01	1.933926e-01	8.367484e-01	1.241523e+02	1.983273e+01	3.371616e-02	8.787116e-03	1.007289e-03	1.416867e-04	1.286395e-04
-3.255260e+00	2.956709e+05	5.940701e+00	7.476859e+00	5.188896e-01	1.378251e+00	3.430221e+04	4.169969e+00	6.306335e+00	6.711441e-01	1.521520e+00	2.112190e+00	2.583657e+00	4.766291e+01	5.311224e+00	2.556333e-03	1.004164e+00	8.857622e-10	6.926426e-15	3.010696e-11	9.321405e-10	7.454488e-08	3.964822e-06	5.785366e-05	8.474990e+01	1.933421e-01	8.383541e-01	1.241807e+02	1.982898e+01	3.373031e-02	8.786957e-03	1.007322e-03	1.417435e-04	1.286896e-04
-3.244741e+00	2.957136e+05	5.947353e+00	7.475185e+00	5.193519e-01	1.379463e+00	3.427929e+04	4.168542e+00	6.306900e+00	6.709733e-01	1.521127e+00	2.114118e+00	2.583486e+00	4.767378e+01	5.321150e+00	2.570202e-03	1.007644e+00	9.217743e-10	6.838036e-15	2.980517e-11	9.233839e-10	7.396083e-08	3.939965e-06	5.754830e-05	8.491585e+01	1.932919e-01	8.399674e-01	1.242090e+02	1.982532e+01	3.374460e-02	8.786797e-03	1.007355e-03	1.418008e-04	1.287402e-04
-3.234241e+00	2.957561e+05	5.954069e+00	7.473496e+00	5.198185e-01	1.380685e+00	3.425641e+04	4.167135e+00	6.307457e+00	6.708047e-01	1.520738e+00	2.116042e+00	2.583315e+00	4.768458e+01	5.331083e+00	2.584216e-03	1.011143e+00	9.593461e-10	6.750925e-15	2.950694e-11	9.147244e-10	7.338234e-08	3.915305e-06	5.724505e-05	8.508258e+01	1.932421e-01	8.415883e-01	1.242371e+02	1.982175e+01	3.375902e-02	8.786635e-03	1.007389e-03	1.418587e-04	1.287912e-04
-3.223771e+00	2.957985e+05	5.960841e+00	7.471794e+00	5.202888e-01	1.381917e+00	3.423361e+04	4.165747e+00	6.308007e+00	6.706385e-01	1.520354e+00	2.117961e+00	2.583145e+00	4.769529e+01	5.341010e+00	2.598361e-03	1.014657e+00	9.985032e-10	6.665173e-15	2.921254e-11	9.061706e-10	7.281002e-08	3.890869e-06	5.694425e-05	8.524992e+01	1.931927e-01	8.432152e-01	1.242650e+02	1.981826e+01	3.377356e-02	8.786472e-03	1.007422e-03	1.419171e-04	1.288427e-04
-3.213340e+00	2.958408e+05	5.967666e+00	7.470079e+00	5.207624e-01	1.383158e+00	3.421090e+04	4.164382e+00	6.308548e+00	6.704749e-01	1.519977e+00	2.119871e+00	2.582975e+00	4.770590e+01	5.350923e+00	2.612626e-03	1.018184e+00	1.039283e-09	6.580819e-15	2.892215e-11	8.977276e-10	7.224423e-08	3.866673e-06	5.664610e-05	8.541773e+01	1.931437e-01	8.448467e-01	1.242926e+02	1.981487e+01	3.378821e-02	8.786308e-03	1.007457e-03	1.419759e-04	1.288946e-04
-3.202951e+00	2.958828e+05	5.974539e+00	7.468353e+00	5.212393e-01	1.384408e+00	3.418828e+04	4.163038e+00	6.309081e+00	6.703138e-01	1.519605e+00	2.121774e+00	2.582807e+00	4.771640e+01	5.360820e+00	2.627008e-03	1.021721e+00	1.081738e-09	6.497868e-15	2.863580e-11	8.893969e-10	7.168509e-08	3.842725e-06	5.635069e-05	8.558596e+01	1.930952e-01	8.464822e-01	1.243200e+02	1.981157e+01	3.380296e-02	8.786143e-03	1.007491e-03	1.420352e-04	1.289469e-04
