Timepoint   	LH_pit      	LH_blood    	R_LH        	LH_R        	R_LH_des    	FSH_pit     	FSH_blood   	R_FSH       	FSH_R       	R_FSH_des   	S_foll      	AF1         	AF2         	AF3         	AF4         	PrF         	OvF         	Sc1         	Sc2         	Lut1        	Lut2        	Lut3        	Lut4        	E2          	P4          	InhA        	InhB        	InhA_tau    	GnRH_G      	R_GnRH_a    	R_GnRH_i    	GnRH_R_a    	GnRH_R_i    
-4.052458e+01	2.660464e+05	3.454730e+00	8.170307e+00	3.295636e-01	8.741295e-01	5.903677e+04	6.138994e+00	5.624092e+00	8.807002e-01	1.994208e+00	2.692457e-01	2.582897e+00	2.836538e+01	6.093796e-01	4.487452e-05	2.452511e-01	6.513300e-18	8.963694e-10	3.042386e-07	3.806833e-06	7.482982e-05	1.021693e-03	4.999291e-03	3.368459e+01	9.913875e-01	6.691043e-01	7.408220e+01	5.347052e+01	2.586560e-02	8.889858e-03	9.880521e-04	1.099409e-04	9.939542e-05
-4.050818e+01	2.661048e+05	3.466623e+00	8.166711e+00	3.305511e-01	8.767379e-01	5.900959e+04	6.146300e+00	5.621821e+00	8.813937e-01	1.995785e+00	2.712676e-01	2.582546e+00	2.841070e+01	6.106354e-01	4.552341e-05	2.452588e-01	6.679517e-18	8.785977e-10	2.995133e-07	3.754168e-06	7.396297e-05	1.012431e-03	4.965053e-03	3.366066e+01	9.859074e-01	6.676202e-01	7.419976e+01	5.334321e+01	2.594644e-02	8.889003e-03	9.882722e-04	1.102741e-04	9.970012e-05
-4.049393e+01	2.661555e+05	3.477037e+00	8.163565e+00	3.314150e-01	8.790202e-01	5.898577e+04	6.152630e+00	5.619855e+00	8.819941e-01	1.997150e+00	2.730407e-01	2.582238e+00	2.845009e+01	6.117327e-01	4.609753e-05	2.452656e-01	6.828041e-18	8.634438e-10	2.954676e-07	3.708995e-06	7.321788e-05	1.004450e-03	4.935478e-03	3.364034e+01	9.811732e-01	6.663393e-01	7.430194e+01	5.323285e+01	2.601644e-02	8.888262e-03	9.884627e-04	1.105625e-04	9.996396e-05
-4.048124e+01	2.662007e+05	3.486376e+00	8.160745e+00	3.321893e-01	8.810659e-01	5.896438e+04	6.158254e+00	5.618110e+00	8.825272e-01	1.998363e+00	2.746330e-01	2.581962e+00	2.848519e+01	6.127151e-01	4.661721e-05	2.452718e-01	6.963653e-18	8.501646e-10	2.919095e-07	3.669207e-06	7.256038e-05	9.973921e-04	4.909266e-03	3.362262e+01	9.769769e-01	6.652048e-01	7.439300e+01	5.313473e+01	2.607862e-02	8.887604e-03	9.886319e-04	1.108188e-04	1.001983e-04
-4.046961e+01	2.662422e+05	3.494984e+00	8.158147e+00	3.329025e-01	8.829502e-01	5.894465e+04	6.163393e+00	5.616515e+00	8.830141e-01	1.999471e+00	2.761022e-01	2.581707e+00	2.851736e+01	6.136193e-01	4.710017e-05	2.452775e-01	7.090682e-18	8.381790e-10	2.886876e-07	3.633128e-06	7.196315e-05	9.909687e-04	4.885364e-03	3.360669e+01	9.731502e-01	6.641709e-01	7.447646e+01	5.304502e+01	2.613543e-02	8.887002e-03	9.887865e-04	1.110528e-04	1.004124e-04
-4.045861e+01	2.662814e+05	3.503169e+00	8.155679e+00	3.335802e-01	8.847411e-01	5.892587e+04	6.168242e+00	5.615011e+00	8.834732e-01	2.000516e+00	2.775007e-01	2.581465e+00	2.854779e+01	6.144780e-01	4.756300e-05	2.452831e-01	7.213314e-18	8.270006e-10	2.856736e-07	3.599334e-06	7.140286e-05	9.849315e-04	4.862858e-03	3.359190e+01	9.695468e-01	6.631980e-01	7.455541e+01	5.296032e+01	2.618902e-02	8.886435e-03	9.889323e-04	1.112736e-04	1.006143e-04
-4.044798e+01	2.663193e+05	3.511127e+00	8.153280e+00	3.342388e-01	8.864813e-01	5.890759e+04	6.172921e+00	5.613561e+00	8.839159e-01	2.001523e+00	2.788617e-01	2.581229e+00	2.857723e+01	6.153119e-01	4.801635e-05	2.452886e-01	7.334280e-18	8.163316e-10	2.827886e-07	3.566946e-06	7.086509e-05	9.791268e-04	4.841181e-03	3.357785e+01	9.660759e-01	6.622615e-01	7.463179e+01	5.287854e+01	2.624073e-02	8.885887e-03	9.890730e-04	1.114865e-04	1.008091e-04
-4.043757e+01	2.663565e+05	3.518958e+00	8.150921e+00	3.348864e-01	8.881930e-01	5.888960e+04	6.177492e+00	5.612145e+00	8.843483e-01	2.002507e+00	2.802024e-01	2.580997e+00	2.860607e+01	6.161318e-01	4.846573e-05	2.452940e-01	7.455017e-18	8.060190e-10	2.799921e-07	3.535513e-06	7.034242e-05	9.734756e-04	4.820041e-03	3.356433e+01	9.626909e-01	6.613487e-01	7.470659e+01	5.279860e+01	2.629123e-02	8.885352e-03	9.892104e-04	1.116945e-04	1.009994e-04
-4.040031e+01	2.664897e+05	3.547293e+00	8.142394e+00	3.372269e-01	8.943794e-01	5.882436e+04	6.193758e+00	5.607110e+00	8.858850e-01	2.006005e+00	2.850638e-01	2.580157e+00	2.870931e+01	6.190925e-01	5.011902e-05	2.453142e-01	7.906253e-18	7.701782e-10	2.702111e-07	3.425281e-06	6.850338e-05	9.535151e-04	4.745090e-03	3.351788e+01	9.506874e-01	6.581162e-01	7.497443e+01	5.251361e+01	2.647095e-02	8.883448e-03	9.896991e-04	1.124344e-04	1.016763e-04
-4.037499e+01	2.665803e+05	3.566832e+00	8.136523e+00	3.388381e-01	8.986391e-01	5.877928e+04	6.204732e+00	5.603718e+00	8.869203e-01	2.008362e+00	2.884253e-01	2.579578e+00	2.877955e+01	6.211302e-01	5.128430e-05	2.453286e-01	8.230900e-18	7.467314e-10	2.637586e-07	3.352302e-06	6.728053e-05	9.401754e-04	4.694748e-03	3.348804e+01	9.426238e-01	6.559485e-01	7.515665e+01	5.232081e+01	2.659221e-02	8.882162e-03	9.900288e-04	1.129335e-04	1.021330e-04
-4.035228e+01	2.666616e+05	3.584551e+00	8.131205e+00	3.402972e-01	9.024973e-01	5.873833e+04	6.214517e+00	5.600696e+00	8.878423e-01	2.010462e+00	2.914799e-01	2.579053e+00	2.884260e+01	6.229761e-01	5.235901e-05	2.453420e-01	8.535118e-18	7.263056e-10	2.581012e-07	3.288141e-06	6.620185e-05	9.283628e-04	4.649999e-03	3.346245e+01	9.354549e-01	6.540241e-01	7.532023e+01	5.214848e+01	2.670038e-02	8.881014e-03	9.903228e-04	1.133785e-04	1.025403e-04
-4.033280e+01	2.667315e+05	3.599883e+00	8.126609e+00	3.415583e-01	9.058324e-01	5.870284e+04	6.222860e+00	5.598122e+00	8.886276e-01	2.012250e+00	2.941278e-01	2.578598e+00	2.889669e+01	6.245724e-01	5.330296e-05	2.453539e-01	8.806095e-18	7.092392e-10	2.533476e-07	3.234101e-06	6.529065e-05	9.183503e-04	4.611941e-03	3.344140e+01	9.293574e-01	6.523892e-01	7.546055e+01	5.200120e+01	2.679265e-02	8.880035e-03	9.905736e-04	1.137580e-04	1.028877e-04
-4.031642e+01	2.667902e+05	3.612881e+00	8.122716e+00	3.426263e-01	9.086572e-01	5.867271e+04	6.229843e+00	5.595969e+00	8.892845e-01	2.013747e+00	2.963759e-01	2.578213e+00	2.894222e+01	6.259253e-01	5.411349e-05	2.453642e-01	9.041573e-18	6.951927e-10	2.494162e-07	3.189318e-06	6.453366e-05	9.100083e-04	4.580143e-03	3.342433e+01	9.242622e-01	6.510245e-01	7.557866e+01	5.187764e+01	2.686993e-02	8.879215e-03	9.907836e-04	1.140758e-04	1.031786e-04
-4.030221e+01	2.668413e+05	3.624229e+00	8.119320e+00	3.435579e-01	9.111216e-01	5.864639e+04	6.235874e+00	5.594110e+00	8.898513e-01	2.015038e+00	2.983412e-01	2.577877e+00	2.898173e+01	6.271066e-01	5.482893e-05	2.453733e-01	9.251563e-18	6.832334e-10	2.460554e-07	3.150968e-06	6.388402e-05	9.028316e-04	4.552720e-03	3.340999e+01	9.198677e-01	6.498485e-01	7.568116e+01	5.177070e+01	2.693671e-02	8.878506e-03	9.909650e-04	1.143504e-04	1.034300e-04
-4.028955e+01	2.668867e+05	3.634397e+00	8.116280e+00	3.443920e-01	9.133282e-01	5.862277e+04	6.241227e+00	5.592462e+00	8.903542e-01	2.016184e+00	3.001040e-01	2.577575e+00	2.901695e+01	6.281650e-01	5.547616e-05	2.453816e-01	9.443257e-18	6.727509e-10	2.430989e-07	3.117181e-06	6.331061e-05	8.964834e-04	4.528411e-03	3.339758e+01	9.159719e-01	6.488068e-01	7.577253e+01	5.167561e+01	2.699601e-02	8.877876e-03	9.911261e-04	1.145941e-04	1.036532e-04
-4.027793e+01	2.669285e+05	3.643767e+00	8.113479e+00	3.451602e-01	9.153605e-01	5.860099e+04	6.246118e+00	5.590956e+00	8.908133e-01	2.017230e+00	3.017302e-01	2.577298e+00	2.904925e+01	6.291407e-01	5.607785e-05	2.453894e-01	9.622921e-18	6.632801e-10	2.404191e-07	3.086514e-06	6.278927e-05	8.907004e-04	4.506224e-03	3.338651e+01	9.124159e-01	6.478566e-01	7.585633e+01	5.158858e+01	2.705022e-02	8.877300e-03	9.912733e-04	1.148170e-04	1.038572e-04
-4.026694e+01	2.669680e+05	3.652677e+00	8.110818e+00	3.458901e-01	9.172919e-01	5.858027e+04	6.250731e+00	5.589537e+00	8.912462e-01	2.018217e+00	3.032779e-01	2.577034e+00	2.907984e+01	6.300687e-01	5.665468e-05	2.453969e-01	9.796482e-18	6.544380e-10	2.379096e-07	3.057760e-06	6.229967e-05	8.852596e-04	4.485313e-03	3.337629e+01	9.090642e-01	6.469616e-01	7.593568e+01	5.150634e+01	2.710138e-02	8.876757e-03	9.914123e-04	1.150273e-04	1.040498e-04
-4.025630e+01	2.670062e+05	3.661338e+00	8.108233e+00	3.465992e-01	9.191682e-01	5.856010e+04	6.255181e+00	5.588168e+00	8.916635e-01	2.019168e+00	3.047837e-01	2.576778e+00	2.910945e+01	6.309711e-01	5.721978e-05	2.454042e-01	9.967757e-18	6.459925e-10	2.355058e-07	3.030183e-06	6.182941e-05	8.800246e-04	4.465158e-03	3.336666e+01	9.058335e-01	6.460994e-01	7.601250e+01	5.142687e+01	2.715077e-02	8.876232e-03	9.915464e-04	1.152302e-04	1.042356e-04
-4.024588e+01	2.670437e+05	3.669858e+00	8.105691e+00	3.472962e-01	9.210128e-01	5.854026e+04	6.259525e+00	5.586833e+00	8.920707e-01	2.020096e+00	3.062660e-01	2.576525e+00	2.913846e+01	6.318592e-01	5.777988e-05	2.454116e-01	1.013873e-17	6.378254e-10	2.331746e-07	3.003407e-06	6.137216e-05	8.749257e-04	4.445494e-03	3.335745e+01	9.026815e-01	6.452587e-01	7.608777e+01	5.134915e+01	2.719901e-02	8.875719e-03	9.916773e-04	1.154284e-04	1.044171e-04
-4.023562e+01	2.670807e+05	3.678285e+00	8.103178e+00	3.479854e-01	9.228366e-01	5.852061e+04	6.263791e+00	5.585522e+00	8.924703e-01	2.021008e+00	3.077337e-01	2.576276e+00	2.916705e+01	6.327381e-01	5.833813e-05	2.454190e-01	1.031034e-17	6.298795e-10	2.309003e-07	2.977255e-06	6.092489e-05	8.699300e-04	4.426198e-03	3.334861e+01	8.995880e-01	6.444342e-01	7.616195e+01	5.127270e+01	2.724641e-02	8.875215e-03	9.918060e-04	1.156231e-04	1.045955e-04
-4.019858e+01	2.672141e+05	3.708962e+00	8.094043e+00	3.504903e-01	9.294668e-01	5.844896e+04	6.279055e+00	5.580835e+00	8.938991e-01	2.024266e+00	3.130859e-01	2.575370e+00	2.927026e+01	6.359421e-01	6.040561e-05	2.454465e-01	1.095625e-17	6.020296e-10	2.228786e-07	2.884770e-06	5.933801e-05	8.521381e-04	4.357217e-03	3.331861e+01	8.885283e-01	6.414902e-01	7.642970e+01	5.099790e+01	2.741632e-02	8.873408e-03	9.922672e-04	1.163210e-04	1.052347e-04
-4.017338e+01	2.673049e+05	3.730075e+00	8.087766e+00	3.522111e-01	9.340227e-01	5.839954e+04	6.289328e+00	5.577685e+00	8.948592e-01	2.026456e+00	3.167788e-01	2.574747e+00	2.934053e+01	6.381528e-01	6.186135e-05	2.454662e-01	1.142075e-17	5.837877e-10	2.175804e-07	2.823472e-06	5.828166e-05	8.402350e-04	4.310842e-03	3.329988e+01	8.810917e-01	6.395143e-01	7.661202e+01	5.081182e+01	2.753095e-02	8.872188e-03	9.925783e-04	1.167916e-04	1.056658e-04
-4.015047e+01	2.673875e+05	3.749438e+00	8.082017e+00	3.537870e-01	9.381957e-01	5.835412e+04	6.298585e+00	5.574849e+00	8.957236e-01	2.028428e+00	3.201722e-01	2.574176e+00	2.940446e+01	6.401853e-01	6.322030e-05	2.454849e-01	1.186156e-17	5.676804e-10	2.128720e-07	2.768852e-06	5.733722e-05	8.295518e-04	4.269062e-03	3.328403e+01	8.743911e-01	6.377365e-01	7.677788e+01	5.064324e+01	2.763449e-02	8.871086e-03	9.928592e-04	1.172166e-04	1.060552e-04
-4.013079e+01	2.674585e+05	3.766184e+00	8.077052e+00	3.551481e-01	9.418004e-01	5.831478e+04	6.306467e+00	5.572436e+00	8.964588e-01	2.030106e+00	3.231118e-01	2.573683e+00	2.945937e+01	6.419473e-01	6.441418e-05	2.455014e-01	1.225451e-17	5.542080e-10	2.089114e-07	2.722796e-06	5.653851e-05	8.204862e-04	4.233490e-03	3.327133e+01	8.686855e-01	6.362245e-01	7.692034e+01	5.049899e+01	2.772284e-02	8.870145e-03	9.930989e-04	1.175791e-04	1.063875e-04
-4.011426e+01	2.675182e+05	3.780342e+00	8.072857e+00	3.562976e-01	9.448451e-01	5.828147e+04	6.313043e+00	5.570424e+00	8.970718e-01	2.031505e+00	3.256008e-01	2.573267e+00	2.950553e+01	6.434406e-01	6.543724e-05	2.455158e-01	1.259545e-17	5.431339e-10	2.056400e-07	2.684679e-06	5.587579e-05	8.129424e-04	4.203806e-03	3.326129e+01	8.639238e-01	6.349640e-01	7.704009e+01	5.037811e+01	2.779670e-02	8.869358e-03	9.932992e-04	1.178822e-04	1.066652e-04
-4.009996e+01	2.675699e+05	3.792654e+00	8.069213e+00	3.572962e-01	9.474905e-01	5.825247e+04	6.318697e+00	5.568695e+00	8.975984e-01	2.032707e+00	3.277679e-01	2.572906e+00	2.954548e+01	6.447421e-01	6.633716e-05	2.455285e-01	1.289855e-17	5.337312e-10	2.028509e-07	2.652127e-06	5.530860e-05	8.064699e-04	4.178276e-03	3.325308e+01	8.598281e-01	6.338808e-01	7.714374e+01	5.027377e+01	2.786032e-02	8.868680e-03	9.934717e-04	1.181431e-04	1.069044e-04
-4.008721e+01	2.676160e+05	3.803680e+00	8.065952e+00	3.581899e-01	9.498581e-01	5.822646e+04	6.323710e+00	5.567163e+00	8.980651e-01	2.033772e+00	3.297110e-01	2.572582e+00	2.958111e+01	6.459101e-01	6.715135e-05	2.455400e-01	1.317534e-17	5.254839e-10	2.003956e-07	2.623427e-06	5.480760e-05	8.007403e-04	4.155629e-03	3.324612e+01	8.561947e-01	6.329206e-01	7.723619e+01	5.018092e+01	2.791683e-02	8.868078e-03	9.936249e-04	1.183749e-04	1.071168e-04
-4.007551e+01	2.676582e+05	3.813829e+00	8.062953e+00	3.590118e-01	9.520356e-01	5.820250e+04	6.328282e+00	5.565766e+00	8.984904e-01	2.034744e+00	3.315011e-01	2.572285e+00	2.961379e+01	6.469873e-01	6.790759e-05	2.455509e-01	1.343460e-17	5.180346e-10	1.981707e-07	2.597384e-06	5.435221e-05	7.955222e-04	4.134964e-03	3.324005e+01	8.528791e-01	6.320450e-01	7.732097e+01	5.009596e+01	2.796845e-02	8.867527e-03	9.937648e-04	1.185866e-04	1.073108e-04
-4.006445e+01	2.676982e+05	3.823464e+00	8.060107e+00	3.597916e-01	9.541018e-01	5.817973e+04	6.332586e+00	5.564451e+00	8.988907e-01	2.035658e+00	3.332022e-01	2.572003e+00	2.964471e+01	6.480120e-01	6.863172e-05	2.455613e-01	1.368481e-17	5.110843e-10	1.960885e-07	2.572981e-06	5.392482e-05	7.906159e-04	4.115500e-03	3.323457e+01	8.497559e-01	6.312208e-01	7.740120e+01	5.001572e+01	2.801712e-02	8.867008e-03	9.938968e-04	1.187861e-04	1.074938e-04
-4.005375e+01	2.677369e+05	3.832817e+00	8.057346e+00	3.605480e-01	9.561060e-01	5.815761e+04	6.336730e+00	5.563186e+00	8.992759e-01	2.036538e+00	3.348549e-01	2.571729e+00	2.967463e+01	6.490085e-01	6.934036e-05	2.455716e-01	1.393152e-17	5.044492e-10	1.940949e-07	2.549590e-06	5.351450e-05	7.858975e-04	4.096750e-03	3.322953e+01	8.467471e-01	6.304273e-01	7.747882e+01	4.993822e+01	2.806405e-02	8.866508e-03	9.940240e-04	1.189785e-04	1.076702e-04
-4.004327e+01	2.677749e+05	3.842005e+00	8.054636e+00	3.612905e-01	9.580739e-01	5.813585e+04	6.340768e+00	5.561954e+00	8.996511e-01	2.037395e+00	3.364800e-01	2.571461e+00	2.970394e+01	6.499895e-01	7.004215e-05	2.455818e-01	1.417764e-17	4.980347e-10	1.921622e-07	2.526885e-06	5.311566e-05	7.813031e-04	4.078462e-03	3.322482e+01	8.438124e-01	6.296538e-01	7.755486e+01	4.986245e+01	2.810987e-02	8.866019e-03	9.941481e-04	1.191663e-04	1.078424e-04
-4.003294e+01	2.678122e+05	3.851085e+00	8.051959e+00	3.620239e-01	9.600175e-01	5.811433e+04	6.344728e+00	5.560746e+00	9.000189e-01	2.038235e+00	3.380874e-01	2.571196e+00	2.973282e+01	6.509610e-01	7.074114e-05	2.455921e-01	1.442455e-17	4.917949e-10	1.902768e-07	2.504712e-06	5.272557e-05	7.768023e-04	4.060518e-03	3.322041e+01	8.409326e-01	6.288953e-01	7.762978e+01	4.978792e+01	2.815486e-02	8.865539e-03	9.942701e-04	1.193507e-04	1.080115e-04
-4.002274e+01	2.678491e+05	3.860084e+00	8.049307e+00	3.627503e-01	9.619427e-01	5.809298e+04	6.348622e+00	5.559559e+00	9.003804e-01	2.039061e+00	3.396818e-01	2.570933e+00	2.976136e+01	6.519257e-01	7.143929e-05	2.456024e-01	1.467292e-17	4.857060e-10	1.884320e-07	2.482991e-06	5.234290e-05	7.723797e-04	4.042858e-03	3.321628e+01	8.380983e-01	6.281492e-01	7.770383e+01	4.971440e+01	2.819918e-02	8.865066e-03	9.943902e-04	1.195324e-04	1.081780e-04
-4.001264e+01	2.678857e+05	3.869016e+00	8.046677e+00	3.634708e-01	9.638525e-01	5.807177e+04	6.352457e+00	5.558389e+00	9.007363e-01	2.039874e+00	3.412658e-01	2.570673e+00	2.978961e+01	6.528854e-01	7.213760e-05	2.456127e-01	1.492310e-17	4.797541e-10	1.866238e-07	2.461677e-06	5.196687e-05	7.680267e-04	4.025449e-03	3.321240e+01	8.353041e-01	6.274141e-01	7.777713e+01	4.964175e+01	2.824290e-02	8.864599e-03	9.945086e-04	1.197115e-04	1.083423e-04
-3.997558e+01	2.680199e+05	3.902013e+00	8.036974e+00	3.661284e-01	9.708980e-01	5.799324e+04	6.366371e+00	5.554151e+00	9.020262e-01	2.042823e+00	3.471289e-01	2.569713e+00	2.989333e+01	6.564491e-01	7.476395e-05	2.456522e-01	1.587965e-17	4.585284e-10	1.801350e-07	2.384992e-06	5.060951e-05	7.522548e-04	3.962141e-03	3.320005e+01	8.251418e-01	6.247444e-01	7.804623e+01	4.937608e+01	2.840218e-02	8.862897e-03	9.949401e-04	1.203641e-04	1.089408e-04
-3.995023e+01	2.681117e+05	3.924766e+00	8.030295e+00	3.679574e-01	9.757478e-01	5.793891e+04	6.375737e+00	5.551301e+00	9.028934e-01	2.044806e+00	3.511831e-01	2.569054e+00	2.996430e+01	6.589252e-01	7.661856e-05	2.456807e-01	1.656988e-17	4.445557e-10	1.758276e-07	2.333913e-06	4.970142e-05	7.416505e-04	3.919370e-03	3.319327e+01	8.182750e-01	6.229438e-01	7.823035e+01	4.919528e+01	2.851004e-02	8.861745e-03	9.952322e-04	1.208058e-04	1.093460e-04
-3.992714e+01	2.681954e+05	3.945628e+00	8.024180e+00	3.696317e-01	9.801882e-01	5.788897e+04	6.384163e+00	5.548738e+00	9.036729e-01	2.046589e+00	3.549084e-01	2.568451e+00	3.002899e+01	6.612097e-01	7.835080e-05	2.457076e-01	1.722552e-17	4.321938e-10	1.719921e-07	2.288309e-06	4.888791e-05	7.321138e-04	3.880762e-03	3.318829e+01	8.120758e-01	6.213207e-01	7.839820e+01	4.903115e+01	2.860755e-02	8.860702e-03	9.954962e-04	1.212050e-04	1.097123e-04
-3.990722e+01	2.682676e+05	3.963708e+00	8.018888e+00	3.710807e-01	9.840317e-01	5.784559e+04	6.391343e+00	5.546557e+00	9.043364e-01	2.048107e+00	3.581433e-01	2.567929e+00	3.008478e+01	6.632015e-01	7.987704e-05	2.457317e-01	1.781190e-17	4.218123e-10	1.687524e-07	2.249698e-06	4.819709e-05	7.239875e-04	3.847755e-03	3.318490e+01	8.067754e-01	6.199348e-01	7.854294e+01	4.889011e+01	2.869102e-02	8.859809e-03	9.957222e-04	1.215467e-04	1.100258e-04
-3.989046e+01	2.683284e+05	3.978993e+00	8.014418e+00	3.723043e-01	9.872777e-01	5.780884e+04	6.397324e+00	5.544740e+00	9.048889e-01	2.049371e+00	3.608830e-01	2.567489e+00	3.013175e+01	6.648945e-01	8.118578e-05	2.457525e-01	1.832117e-17	4.132660e-10	1.660724e-07	2.217694e-06	4.762299e-05	7.172144e-04	3.820167e-03	3.318269e+01	8.023447e-01	6.187776e-01	7.866482e+01	4.877172e+01	2.876087e-02	8.859061e-03	9.959112e-04	1.218325e-04	1.102881e-04
-3.987597e+01	2.683809e+05	3.992249e+00	8.010546e+00	3.733643e-01	9.900900e-01	5.777691e+04	6.402447e+00	5.543185e+00	9.053617e-01	2.050454e+00	3.632623e-01	2.567109e+00	3.017235e+01	6.663696e-01	8.233446e-05	2.457710e-01	1.877306e-17	4.060204e-10	1.637907e-07	2.190400e-06	4.713232e-05	7.114111e-04	3.796473e-03	3.318126e+01	7.985391e-01	6.177846e-01	7.877016e+01	4.866967e+01	2.882090e-02	8.858418e-03	9.960737e-04	1.220781e-04	1.105135e-04
-3.986302e+01	2.684279e+05	4.004137e+00	8.007076e+00	3.743141e-01	9.926103e-01	5.774823e+04	6.406990e+00	5.541806e+00	9.057808e-01	2.051413e+00	3.653992e-01	2.566768e+00	3.020866e+01	6.676983e-01	8.337566e-05	2.457879e-01	1.918661e-17	3.996491e-10	1.617770e-07	2.166276e-06	4.669780e-05	7.062607e-04	3.775400e-03	3.318036e+01	7.951543e-01	6.169022e-01	7.886437e+01	4.857861e+01	2.887433e-02	8.857846e-03	9.962183e-04	1.222967e-04	1.107142e-04
-3.985114e+01	2.684710e+05	4.015064e+00	8.003888e+00	3.751865e-01	9.949252e-01	5.772183e+04	6.411124e+00	5.540552e+00	9.061621e-01	2.052286e+00	3.673657e-01	2.566455e+00	3.024195e+01	6.689245e-01	8.434198e-05	2.458037e-01	1.957375e-17	3.938960e-10	1.599527e-07	2.144390e-06	4.630291e-05	7.015707e-04	3.756175e-03	3.317984e+01	7.920661e-01	6.160977e-01	7.895075e+01	4.849529e+01	2.892311e-02	8.857323e-03	9.963503e-04	1.224963e-04	1.108973e-04
-3.983992e+01	2.685117e+05	4.025412e+00	8.000872e+00	3.760120e-01	9.971159e-01	5.769679e+04	6.415003e+00	5.539375e+00	9.065195e-01	2.053105e+00	3.692303e-01	2.566159e+00	3.027341e+01	6.700903e-01	8.526536e-05	2.458189e-01	1.994669e-17	3.885366e-10	1.582479e-07	2.123914e-06	4.593286e-05	6.971676e-04	3.738094e-03	3.317963e+01	7.891615e-01	6.153416e-01	7.903237e+01	4.841671e+01	2.896901e-02	8.856831e-03	9.964745e-04	1.226840e-04	1.110697e-04
-3.982908e+01	2.685510e+05	4.035433e+00	7.997953e+00	3.768108e-01	9.992358e-01	5.767251e+04	6.418724e+00	5.538247e+00	9.068624e-01	2.053890e+00	3.710377e-01	2.565873e+00	3.030380e+01	6.712232e-01	8.616716e-05	2.458339e-01	2.031372e-17	3.834280e-10	1.566182e-07	2.104315e-06	4.557810e-05	6.929392e-04	3.720701e-03	3.317968e+01	7.863673e-01	6.146148e-01	7.911123e+01	4.834093e+01	2.901318e-02	8.856358e-03	9.965940e-04	1.228646e-04	1.112355e-04
-3.981848e+01	2.685895e+05	4.045258e+00	7.995093e+00	3.775934e-01	1.001313e+00	5.764866e+04	6.422341e+00	5.537151e+00	9.071955e-01	2.054654e+00	3.728120e-01	2.565593e+00	3.033355e+01	6.723384e-01	8.705885e-05	2.458488e-01	2.067937e-17	3.784941e-10	1.550396e-07	2.085310e-06	4.523359e-05	6.888257e-04	3.703754e-03	3.317996e+01	7.836444e-01	6.139070e-01	7.918841e+01	4.826690e+01	2.905624e-02	8.855896e-03	9.967104e-04	1.230407e-04	1.113972e-04
-3.980803e+01	2.686274e+05	4.054954e+00	7.992273e+00	3.783652e-01	1.003362e+00	5.762511e+04	6.425878e+00	5.536079e+00	9.075212e-01	2.055400e+00	3.745648e-01	2.565317e+00	3.036284e+01	6.734429e-01	8.794602e-05	2.458637e-01	2.104585e-17	3.736973e-10	1.535006e-07	2.066759e-06	4.489682e-05	6.847980e-04	3.687133e-03	3.318047e+01	7.809739e-01	6.132132e-01	7.926441e+01	4.819412e+01	2.909849e-02	8.855443e-03	9.968247e-04	1.232134e-04	1.115558e-04
-3.979771e+01	2.686649e+05	4.064551e+00	7.989483e+00	3.791286e-01	1.005388e+00	5.760175e+04	6.429350e+00	5.535027e+00	9.078407e-01	2.056132e+00	3.763016e-01	2.565045e+00	3.039179e+01	6.745403e-01	8.883132e-05	2.458787e-01	2.141422e-17	3.690180e-10	1.519952e-07	2.048593e-06	4.456654e-05	6.808414e-04	3.670780e-03	3.318120e+01	7.783463e-01	6.125311e-01	7.933951e+01	4.812234e+01	2.914007e-02	8.854997e-03	9.969372e-04	1.233834e-04	1.117119e-04
-3.978750e+01	2.687019e+05	4.074066e+00	7.986718e+00	3.798850e-01	1.007397e+00	5.757857e+04	6.432762e+00	5.533994e+00	9.081546e-01	2.056851e+00	3.780256e-01	2.564775e+00	3.042043e+01	6.756325e-01	8.971618e-05	2.458938e-01	2.178505e-17	3.644448e-10	1.505198e-07	2.030770e-06	4.424204e-05	6.769477e-04	3.654661e-03	3.318214e+01	7.757563e-01	6.118592e-01	7.941384e+01	4.805141e+01	2.918107e-02	8.854557e-03	9.970480e-04	1.235510e-04	1.118658e-04
-3.977738e+01	2.687387e+05	4.083510e+00	7.983976e+00	3.806353e-01	1.009388e+00	5.755553e+04	6.436119e+00	5.532978e+00	9.084633e-01	2.057559e+00	3.797386e-01	2.564507e+00	3.044882e+01	6.767206e-01	9.060144e-05	2.459090e-01	2.215871e-17	3.599698e-10	1.490722e-07	2.013263e-06	4.392284e-05	6.731113e-04	3.638756e-03	3.318329e+01	7.732004e-01	6.111965e-01	7.948748e+01	4.798125e+01	2.922155e-02	8.854123e-03	9.971575e-04	1.237165e-04	1.120177e-04
-3.976735e+01	2.687751e+05	4.092890e+00	7.981254e+00	3.813800e-01	1.011366e+00	5.753260e+04	6.439426e+00	5.531977e+00	9.087673e-01	2.058256e+00	3.814420e-01	2.564242e+00	3.047696e+01	6.778057e-01	9.148773e-05	2.459243e-01	2.253544e-17	3.555868e-10	1.476506e-07	1.996052e-06	4.360858e-05	6.693282e-04	3.623047e-03	3.318465e+01	7.706759e-01	6.105424e-01	7.956051e+01	4.791179e+01	2.926153e-02	8.853693e-03	9.972656e-04	1.238799e-04	1.121678e-04
