# pidx =  62 :  l2 = 5.310848e+01
  -2.560e-01 ,   -2.708e-02 ,    1.804e-03 ,    1.290e-02 ,   -1.686e-01 , 
  -1.998e-02 ,    7.171e-03 ,    1.411e-02 ,   -1.686e-01 ,   -1.998e-02 , 
   7.171e-03 ,    1.411e-02 ,   -8.812e-02 ,   -1.428e-02 ,    1.875e-02 , 
   1.501e-02 ,   -8.812e-02 ,   -1.428e-02 ,    1.875e-02 ,    1.501e-02 , 
  -8.812e-02 ,   -1.428e-02 ,    1.875e-02 ,    1.501e-02 ,   -8.812e-02 , 
  -1.428e-02 ,    1.875e-02 ,    1.501e-02 ,   -8.812e-02 ,   -1.428e-02 , 
   1.875e-02 ,    1.501e-02 ,   -8.812e-02 ,   -1.428e-02 ,    1.875e-02 , 
   1.501e-02 ,   -1.098e-02 ,   -9.940e-03 ,    3.176e-02 ,    1.184e-02 , 
  -1.098e-02 ,   -9.940e-03 ,    3.176e-02 ,    1.184e-02 ,   -1.098e-02 , 
  -9.940e-03 ,    3.176e-02 ,    1.184e-02 ,   -1.098e-02 ,   -9.940e-03 , 
   3.176e-02 ,    1.184e-02 ,   -1.098e-02 ,   -9.940e-03 ,    3.176e-02 , 
   1.184e-02 ,   -1.098e-02 ,   -9.940e-03 ,    3.176e-02 ,    1.184e-02 , 
  -1.098e-02 ,   -9.940e-03 ,    3.176e-02 ,    1.184e-02 ,   -1.098e-02 , 
  -9.940e-03 ,    3.176e-02 ,    1.184e-02 ,    6.347e-02 ,   -6.767e-03 , 
   3.219e-02 ,    2.240e-03 ,    6.347e-02 ,   -6.767e-03 ,    3.219e-02 , 
   2.240e-03 ,    6.347e-02 ,   -6.767e-03 ,    3.219e-02 ,    2.240e-03 , 
   6.347e-02 ,   -6.767e-03 ,    3.219e-02 ,    2.240e-03 ,    6.347e-02 , 
  -6.767e-03 ,    3.219e-02 ,    2.240e-03 ,    6.347e-02 ,   -6.767e-03 , 
   3.219e-02 ,    2.240e-03 ,    6.347e-02 ,   -6.767e-03 ,    3.219e-02 , 
