Timepoint   	E2          	SD          	P4          	SD          	LH_blood    	SD          	FSH_blood   	SD          
1.000000e+00	2.330000e+02	1.000000e+00	1.530000e+00	1.000000e+00	3.098000e+01	1.000000e+00	1.001000e+01	1.000000e+00
1.000000e+00	5.399996e+01	1.000000e+00	1.760001e+00	1.000000e+00	1.823000e+01	1.000000e+00	7.200000e+00	1.000000e+00
1.000000e+00	6.299999e+01	1.000000e+00	1.310000e+00	1.000000e+00	1.103000e+01	1.000000e+00	6.400000e+00	1.000000e+00
1.000000e+00	1.079999e+02	1.000000e+00	1.050000e+00	1.000000e+00	2.115000e+01	1.000000e+00	8.520000e+00	1.000000e+00
1.000000e+00	5.499990e+01	1.000000e+00	3.449987e+00	1.000000e+00	1.024000e+01	1.000000e+00	4.180000e+00	1.000000e+00
1.000000e+00	6.200005e+01	1.000000e+00	2.489999e+00	1.000000e+00	1.187000e+01	1.000000e+00	3.990000e+00	1.000000e+00
2.000000e+00	1.659999e+02	1.000000e+00	3.090001e+00	1.000000e+00	6.350000e+00	1.000000e+00	5.970000e+00	1.000000e+00
2.000000e+00	7.100009e+01	1.000000e+00	2.340000e+00	1.000000e+00	8.560000e+00	1.000000e+00	3.610000e+00	1.000000e+00
2.000000e+00	6.600010e+01	1.000000e+00	4.300000e+00	1.000000e+00	6.650000e+00	1.000000e+00	3.210000e+00	1.000000e+00
2.000000e+00	4.399997e+01	1.000000e+00	4.630005e+00	1.000000e+00	1.049000e+01	1.000000e+00	7.550000e+00	1.000000e+00
2.000000e+00	1.229999e+02	1.000000e+00	3.269985e+00	1.000000e+00	1.359000e+01	1.000000e+00	7.100000e+00	1.000000e+00
2.000000e+00	5.899995e+01	1.000000e+00	4.940009e+00	1.000000e+00	8.760000e+00	1.000000e+00	1.103000e+01	1.000000e+00
2.000000e+00	1.849999e+02	1.000000e+00	3.599990e+00	1.000000e+00	1.591000e+01	1.000000e+00	6.690000e+00	1.000000e+00
2.000000e+00	7.100009e+01	1.000000e+00	5.020010e+00	1.000000e+00	1.365000e+01	1.000000e+00	7.410000e+00	1.000000e+00
2.000000e+00	6.799998e+01	1.000000e+00	3.329986e+00	1.000000e+00	8.280000e+00	1.000000e+00	5.370000e+00	1.000000e+00
2.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
2.000000e+00	8.899989e+01	1.000000e+00	8.429997e+00	1.000000e+00	7.000000e+00	1.000000e+00	3.580000e+00	1.000000e+00
2.000000e+00	6.700004e+01	1.000000e+00	4.099997e+00	1.000000e+00	7.890000e+00	1.000000e+00	3.810000e+00	1.000000e+00
3.000000e+00	1.369999e+02	1.000000e+00	3.779992e+00	1.000000e+00	5.710000e+00	1.000000e+00	4.690000e+00	1.000000e+00
3.000000e+00	6.999987e+01	1.000000e+00	5.150012e+00	1.000000e+00	5.330000e+00	1.000000e+00	2.890000e+00	1.000000e+00
3.000000e+00	1.210000e+02	1.000000e+00	9.390011e+00	1.000000e+00	7.950000e+00	1.000000e+00	2.600000e+00	1.000000e+00
3.000000e+00	5.300001e+01	1.000000e+00	9.879987e+00	1.000000e+00	1.181000e+01	1.000000e+00	6.690000e+00	1.000000e+00
3.000000e+00	1.460000e+02	1.000000e+00	6.129995e+00	1.000000e+00	9.230000e+00	1.000000e+00	4.720000e+00	1.000000e+00
3.000000e+00	9.899987e+01	1.000000e+00	7.779988e+00	1.000000e+00	8.800000e+00	1.000000e+00	9.820000e+00	1.000000e+00
3.000000e+00	1.430001e+02	1.000000e+00	4.750006e+00	1.000000e+00	6.570000e+00	1.000000e+00	3.630000e+00	1.000000e+00
3.000000e+00	8.700000e+01	1.000000e+00	6.239997e+00	1.000000e+00	1.880000e+01	1.000000e+00	6.600000e+00	1.000000e+00
3.000000e+00	9.600004e+01	1.000000e+00	5.599987e+00	1.000000e+00	7.970000e+00	1.000000e+00	5.150000e+00	1.000000e+00
3.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
3.000000e+00	1.709999e+02	1.000000e+00	1.573001e+01	1.000000e+00	3.220000e+00	1.000000e+00	2.720000e+00	1.000000e+00
3.000000e+00	9.100005e+01	1.000000e+00	6.520001e+00	1.000000e+00	6.350000e+00	1.000000e+00	3.280000e+00	1.000000e+00
4.000000e+00	1.300000e+02	1.000000e+00	4.380001e+00	1.000000e+00	4.010000e+00	1.000000e+00	3.740000e+00	1.000000e+00
4.000000e+00	6.999987e+01	1.000000e+00	7.709987e+00	1.000000e+00	6.780000e+00	1.000000e+00	3.510000e+00	1.000000e+00
4.000000e+00	2.049999e+02	1.000000e+00	1.471999e+01	1.000000e+00	7.220000e+00	1.000000e+00	2.750000e+00	1.000000e+00
4.000000e+00	8.600006e+01	1.000000e+00	1.279000e+01	1.000000e+00	6.830000e+00	1.000000e+00	5.290000e+00	1.000000e+00
4.000000e+00	1.129999e+02	1.000000e+00	7.370013e+00	1.000000e+00	8.950000e+00	1.000000e+00	3.850000e+00	1.000000e+00
4.000000e+00	1.129999e+02	1.000000e+00	1.187998e+01	1.000000e+00	7.830000e+00	1.000000e+00	6.520000e+00	1.000000e+00
4.000000e+00	1.650000e+02	1.000000e+00	6.510001e+00	1.000000e+00	6.260000e+00	1.000000e+00	3.980000e+00	1.000000e+00
4.000000e+00	1.390001e+02	1.000000e+00	8.890004e+00	1.000000e+00	1.618000e+01	1.000000e+00	4.660000e+00	1.000000e+00
4.000000e+00	1.480001e+02	1.000000e+00	9.130008e+00	1.000000e+00	n/a         	n/a         	4.760000e+00	1.000000e+00
4.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
4.000000e+00	2.099999e+02	1.000000e+00	2.061999e+01	1.000000e+00	2.910000e+00	1.000000e+00	2.180000e+00	1.000000e+00
4.000000e+00	1.070000e+02	1.000000e+00	8.229994e+00	1.000000e+00	1.015000e+01	1.000000e+00	3.810000e+00	1.000000e+00
5.000000e+00	1.519999e+02	1.000000e+00	3.749992e+00	1.000000e+00	8.050000e+00	1.000000e+00	4.210000e+00	1.000000e+00
5.000000e+00	9.500010e+01	1.000000e+00	9.350011e+00	1.000000e+00	3.290000e+00	1.000000e+00	3.420000e+00	1.000000e+00
5.000000e+00	1.709999e+02	1.000000e+00	2.074999e+01	1.000000e+00	2.700000e+00	1.000000e+00	2.740000e+00	1.000000e+00
5.000000e+00	8.000013e+01	1.000000e+00	1.436999e+01	1.000000e+00	5.720000e+00	1.000000e+00	4.740000e+00	1.000000e+00
5.000000e+00	1.480001e+02	1.000000e+00	9.430012e+00	1.000000e+00	1.098000e+01	1.000000e+00	3.660000e+00	1.000000e+00
5.000000e+00	9.600004e+01	1.000000e+00	1.460999e+01	1.000000e+00	3.220000e+00	1.000000e+00	4.650000e+00	1.000000e+00
5.000000e+00	2.250001e+02	1.000000e+00	8.840003e+00	1.000000e+00	5.760000e+00	1.000000e+00	4.010000e+00	1.000000e+00
5.000000e+00	1.070000e+02	1.000000e+00	6.460000e+00	1.000000e+00	8.460000e+00	1.000000e+00	3.380000e+00	1.000000e+00
5.000000e+00	1.319999e+02	1.000000e+00	6.990008e+00	1.000000e+00	6.820000e+00	1.000000e+00	3.420000e+00	1.000000e+00
5.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
5.000000e+00	2.579999e+02	1.000000e+00	2.241001e+01	1.000000e+00	4.540000e+00	1.000000e+00	1.780000e+00	1.000000e+00
5.000000e+00	1.100001e+02	1.000000e+00	7.549984e+00	1.000000e+00	n/a         	n/a         	2.860000e+00	1.000000e+00
6.000000e+00	1.640000e+02	1.000000e+00	5.559987e+00	1.000000e+00	4.790000e+00	1.000000e+00	4.090000e+00	1.000000e+00
6.000000e+00	9.199999e+01	1.000000e+00	9.600014e+00	1.000000e+00	5.070000e+00	1.000000e+00	3.670000e+00	1.000000e+00
6.000000e+00	2.439999e+02	1.000000e+00	1.793001e+01	1.000000e+00	6.040000e+00	1.000000e+00	2.660000e+00	1.000000e+00
6.000000e+00	9.500010e+01	1.000000e+00	1.386001e+01	1.000000e+00	5.770000e+00	1.000000e+00	3.850000e+00	1.000000e+00
6.000000e+00	1.920001e+02	1.000000e+00	9.899987e+00	1.000000e+00	7.520000e+00	1.000000e+00	3.190000e+00	1.000000e+00
6.000000e+00	1.129999e+02	1.000000e+00	1.627999e+01	1.000000e+00	6.120000e+00	1.000000e+00	4.210000e+00	1.000000e+00
6.000000e+00	2.650001e+02	1.000000e+00	1.196999e+01	1.000000e+00	4.410000e+00	1.000000e+00	4.000000e+00	1.000000e+00
6.000000e+00	1.480001e+02	1.000000e+00	8.690001e+00	1.000000e+00	3.570000e+00	1.000000e+00	2.590000e+00	1.000000e+00
6.000000e+00	1.759999e+02	1.000000e+00	1.023999e+01	1.000000e+00	1.330000e+00	1.000000e+00	2.590000e+00	1.000000e+00
6.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
6.000000e+00	2.810002e+02	1.000000e+00	2.845001e+01	1.000000e+00	n/a         	n/a         	1.340000e+00	1.000000e+00
6.000000e+00	1.060000e+02	1.000000e+00	6.860006e+00	1.000000e+00	7.280000e+00	1.000000e+00	2.610000e+00	1.000000e+00
7.000000e+00	2.160001e+02	1.000000e+00	7.539984e+00	1.000000e+00	8.660000e+00	1.000000e+00	4.610000e+00	1.000000e+00
7.000000e+00	1.160000e+02	1.000000e+00	1.291000e+01	1.000000e+00	7.040000e+00	1.000000e+00	3.490000e+00	1.000000e+00
7.000000e+00	2.710000e+02	1.000000e+00	1.911000e+01	1.000000e+00	5.110000e+00	1.000000e+00	2.500000e+00	1.000000e+00
7.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
7.000000e+00	2.049999e+02	1.000000e+00	1.246999e+01	1.000000e+00	1.428000e+01	1.000000e+00	3.220000e+00	1.000000e+00
7.000000e+00	1.360000e+02	1.000000e+00	1.721000e+01	1.000000e+00	1.270000e+00	1.000000e+00	3.120000e+00	1.000000e+00
7.000000e+00	2.739998e+02	1.000000e+00	1.481000e+01	1.000000e+00	5.690000e+00	1.000000e+00	3.720000e+00	1.000000e+00
7.000000e+00	1.880000e+02	1.000000e+00	1.196999e+01	1.000000e+00	2.210000e+00	1.000000e+00	2.300000e+00	1.000000e+00
7.000000e+00	1.240001e+02	1.000000e+00	5.469986e+00	1.000000e+00	1.700000e-01	1.000000e+00	2.210000e+00	1.000000e+00
7.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
7.000000e+00	2.479999e+02	1.000000e+00	2.547999e+01	1.000000e+00	3.410000e+00	1.000000e+00	1.220000e+00	1.000000e+00
7.000000e+00	1.179999e+02	1.000000e+00	8.379997e+00	1.000000e+00	3.340000e+00	1.000000e+00	2.250000e+00	1.000000e+00
8.000000e+00	2.099999e+02	1.000000e+00	5.769990e+00	1.000000e+00	7.020000e+00	1.000000e+00	4.330000e+00	1.000000e+00
8.000000e+00	1.300000e+02	1.000000e+00	8.740002e+00	1.000000e+00	3.290000e+00	1.000000e+00	2.660000e+00	1.000000e+00
8.000000e+00	3.370009e+02	1.000000e+00	1.923000e+01	1.000000e+00	8.120000e+00	1.000000e+00	2.500000e+00	1.000000e+00
8.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
8.000000e+00	1.670001e+02	1.000000e+00	7.420014e+00	1.000000e+00	1.480000e+00	1.000000e+00	1.950000e+00	1.000000e+00
8.000000e+00	1.369999e+02	1.000000e+00	1.879999e+01	1.000000e+00	2.150000e+00	1.000000e+00	3.020000e+00	1.000000e+00
8.000000e+00	2.829996e+02	1.000000e+00	1.147001e+01	1.000000e+00	8.590000e+00	1.000000e+00	3.330000e+00	1.000000e+00
8.000000e+00	1.659999e+02	1.000000e+00	1.389001e+01	1.000000e+00	1.380000e+00	1.000000e+00	1.940000e+00	1.000000e+00
8.000000e+00	1.029999e+02	1.000000e+00	6.700003e+00	1.000000e+00	2.150000e+00	1.000000e+00	2.300000e+00	1.000000e+00
8.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
8.000000e+00	2.400001e+02	1.000000e+00	2.369000e+01	1.000000e+00	2.850000e+00	1.000000e+00	1.210000e+00	1.000000e+00
8.000000e+00	1.300000e+02	1.000000e+00	1.175001e+01	1.000000e+00	5.100000e+00	1.000000e+00	2.210000e+00	1.000000e+00
9.000000e+00	2.350001e+02	1.000000e+00	6.630002e+00	1.000000e+00	8.530000e+00	1.000000e+00	4.580000e+00	1.000000e+00
9.000000e+00	1.179999e+02	1.000000e+00	1.112001e+01	1.000000e+00	1.710000e+00	1.000000e+00	2.160000e+00	1.000000e+00
9.000000e+00	2.819999e+02	1.000000e+00	1.423999e+01	1.000000e+00	9.700000e+00	1.000000e+00	2.370000e+00	1.000000e+00
9.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
9.000000e+00	1.700000e+02	1.000000e+00	7.060009e+00	1.000000e+00	6.200000e+00	1.000000e+00	2.050000e+00	1.000000e+00
9.000000e+00	1.460000e+02	1.000000e+00	1.035999e+01	1.000000e+00	1.040000e+00	1.000000e+00	2.440000e+00	1.000000e+00
9.000000e+00	2.790009e+02	1.000000e+00	1.794001e+01	1.000000e+00	1.670000e+00	1.000000e+00	3.090000e+00	1.000000e+00
9.000000e+00	1.160000e+02	1.000000e+00	5.549987e+00	1.000000e+00	1.230000e+00	1.000000e+00	1.860000e+00	1.000000e+00
9.000000e+00	8.899989e+01	1.000000e+00	3.399987e+00	1.000000e+00	2.600000e+00	1.000000e+00	2.530000e+00	1.000000e+00
9.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
9.000000e+00	1.740000e+02	1.000000e+00	1.120001e+01	1.000000e+00	3.400000e-01	1.000000e+00	8.100000e-01	1.000000e+00
9.000000e+00	1.559999e+02	1.000000e+00	9.430012e+00	1.000000e+00	2.380000e+00	1.000000e+00	1.880000e+00	1.000000e+00
1.000000e+01	2.099999e+02	1.000000e+00	4.310000e+00	1.000000e+00	7.810000e+00	1.000000e+00	4.030000e+00	1.000000e+00
1.000000e+01	1.319999e+02	1.000000e+00	9.180008e+00	1.000000e+00	3.580000e+00	1.000000e+00	2.240000e+00	1.000000e+00
1.000000e+01	2.960008e+02	1.000000e+00	1.209999e+01	1.000000e+00	9.690000e+00	1.000000e+00	2.330000e+00	1.000000e+00
1.000000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.000000e+01	2.420000e+02	1.000000e+00	1.095000e+01	1.000000e+00	3.310000e+00	1.000000e+00	1.860000e+00	1.000000e+00
1.000000e+01	1.369999e+02	1.000000e+00	1.373001e+01	1.000000e+00	6.750000e+00	1.000000e+00	2.570000e+00	1.000000e+00
1.000000e+01	4.530009e+02	1.000000e+00	1.573001e+01	1.000000e+00	5.610000e+00	1.000000e+00	2.990000e+00	1.000000e+00
1.000000e+01	6.499988e+01	1.000000e+00	2.049998e+00	1.000000e+00	1.360000e+00	1.000000e+00	1.710000e+00	1.000000e+00
1.000000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.000000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.000000e+01	8.899989e+01	1.000000e+00	4.570004e+00	1.000000e+00	4.900000e-01	1.000000e+00	8.500000e-01	1.000000e+00
1.000000e+01	1.360000e+02	1.000000e+00	8.579999e+00	1.000000e+00	3.050000e+00	1.000000e+00	1.890000e+00	1.000000e+00
1.100000e+01	2.070001e+02	1.000000e+00	3.160015e+00	1.000000e+00	7.300000e+00	1.000000e+00	4.000000e+00	1.000000e+00
1.100000e+01	1.310000e+02	1.000000e+00	9.709985e+00	1.000000e+00	2.650000e+00	1.000000e+00	2.410000e+00	1.000000e+00
1.100000e+01	2.439999e+02	1.000000e+00	9.969988e+00	1.000000e+00	5.460000e+00	1.000000e+00	2.160000e+00	1.000000e+00
1.100000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.100000e+01	1.530001e+02	1.000000e+00	6.349998e+00	1.000000e+00	1.740000e+00	1.000000e+00	1.650000e+00	1.000000e+00
1.100000e+01	1.029999e+02	1.000000e+00	6.139995e+00	1.000000e+00	4.210000e+00	1.000000e+00	2.720000e+00	1.000000e+00
1.100000e+01	4.509988e+02	1.000000e+00	1.242999e+01	1.000000e+00	6.440000e+00	1.000000e+00	2.920000e+00	1.000000e+00
1.100000e+01	7.700002e+01	1.000000e+00	1.500000e+00	1.000000e+00	2.840000e+00	1.000000e+00	2.660000e+00	1.000000e+00
1.100000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.100000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.100000e+01	5.700006e+01	1.000000e+00	2.150000e+00	1.000000e+00	3.920000e+00	1.000000e+00	1.670000e+00	1.000000e+00
1.100000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.200000e+01	1.569999e+02	1.000000e+00	2.109999e+00	1.000000e+00	6.090000e+00	1.000000e+00	4.160000e+00	1.000000e+00
1.200000e+01	1.269999e+02	1.000000e+00	7.040008e+00	1.000000e+00	1.440000e+00	1.000000e+00	2.270000e+00	1.000000e+00
1.200000e+01	1.229999e+02	1.000000e+00	3.799993e+00	1.000000e+00	1.820000e+00	1.000000e+00	2.420000e+00	1.000000e+00
1.200000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.200000e+01	1.400000e+02	1.000000e+00	5.449985e+00	1.000000e+00	3.000000e+00	1.000000e+00	1.970000e+00	1.000000e+00
1.200000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.200000e+01	3.470003e+02	1.000000e+00	8.049992e+00	1.000000e+00	4.270000e+00	1.000000e+00	2.870000e+00	1.000000e+00
1.200000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.200000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.200000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.200000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.200000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.300000e+01	9.799993e+01	1.000000e+00	9.100007e-01	1.000000e+00	4.290000e+00	1.000000e+00	4.660000e+00	1.000000e+00
1.300000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.300000e+01	5.899995e+01	1.000000e+00	6.399999e-01	1.000000e+00	3.750000e+00	1.000000e+00	3.700000e+00	1.000000e+00
1.300000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.300000e+01	9.199999e+01	1.000000e+00	3.070001e+00	1.000000e+00	5.850000e+00	1.000000e+00	2.840000e+00	1.000000e+00
1.300000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.300000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.300000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.300000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.300000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.300000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.300000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.400000e+01	5.200007e+01	1.000000e+00	5.300014e-01	1.000000e+00	4.140000e+00	1.000000e+00	5.460000e+00	1.000000e+00
1.400000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.400000e+01	5.600012e+01	1.000000e+00	4.500003e-01	1.000000e+00	3.350000e+00	1.000000e+00	4.380000e+00	1.000000e+00
1.400000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.400000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.400000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.400000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.400000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.400000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.400000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.400000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.400000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.500000e+01	5.300001e+01	1.000000e+00	3.299985e-01	1.000000e+00	5.620000e+00	1.000000e+00	7.000000e+00	1.000000e+00
1.500000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.500000e+01	4.999991e+01	1.000000e+00	3.100001e-01	1.000000e+00	2.730000e+00	1.000000e+00	4.390000e+00	1.000000e+00
1.500000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.500000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.500000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.500000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.500000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.500000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.500000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.500000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.500000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.600000e+01	5.300001e+01	1.000000e+00	2.900001e-01	1.000000e+00	3.520000e+00	1.000000e+00	6.680000e+00	1.000000e+00
1.600000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.600000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.600000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.600000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.600000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.600000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.600000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.600000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.600000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.600000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.600000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.700000e+01	4.899996e+01	1.000000e+00	2.600000e-01	1.000000e+00	3.960000e+00	1.000000e+00	6.080000e+00	1.000000e+00
1.700000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.700000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.700000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.700000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.700000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.700000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.700000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.700000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.700000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.700000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.700000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.800000e+01	6.600010e+01	1.000000e+00	1.500000e-01	1.000000e+00	5.320000e+00	1.000000e+00	5.990000e+00	1.000000e+00
1.800000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.800000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.800000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.800000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.800000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.800000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.800000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.800000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.800000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.800000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
1.800000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         

