Timepoint   	P4          	SD          	E2          	SD          	LH_blood    	SD          	FSH_blood   	SD          
-1.100000e+01	6.099995e-01	1.000000e+00	3.078007e+01	1.000000e+00	7.570000e+00	1.000000e+00	n/a         	n/a         
-1.100000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-1.000000e+01	1.160001e+00	1.000000e+00	4.521674e+01	1.000000e+00	5.260000e+00	1.000000e+00	5.230000e+00	1.000000e+00
-1.000000e+01	9.879987e-01	1.000000e+00	5.668436e+01	1.000000e+00	4.720000e+00	1.000000e+00	5.500000e+00	1.000000e+00
-1.000000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-1.000000e+01	3.599990e-01	1.000000e+00	3.650026e+01	1.000000e+00	5.250000e+00	1.000000e+00	7.760000e+00	1.000000e+00
-1.000000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-1.000000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-1.000000e+01	9.699984e-01	1.000000e+00	5.801907e+01	1.000000e+00	5.350000e+00	1.000000e+00	8.560000e+00	1.000000e+00
-1.000000e+01	5.200013e-01	1.000000e+00	4.194806e+01	1.000000e+00	8.340000e+00	1.000000e+00	n/a         	n/a         
-1.000000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-1.000000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	4.450000e+00	1.000000e+00
-1.000000e+01	1.439999e+00	1.000000e+00	4.031372e+01	1.000000e+00	8.760000e+00	1.000000e+00	6.250000e+00	1.000000e+00
-1.000000e+01	7.200011e-01	1.000000e+00	4.222045e+01	1.000000e+00	3.470000e+00	1.000000e+00	n/a         	n/a         
-1.000000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	6.590000e+00	1.000000e+00
-1.000000e+01	8.199994e-01	1.000000e+00	3.241441e+01	1.000000e+00	5.320000e+00	1.000000e+00	n/a         	n/a         
-1.000000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	9.930000e+00	1.000000e+00
-1.000000e+01	5.000010e-01	1.000000e+00	2.685765e+01	1.000000e+00	7.180000e+00	1.000000e+00	3.840000e+00	1.000000e+00
-1.000000e+01	4.600004e-01	1.000000e+00	3.622787e+01	1.000000e+00	3.410000e+00	1.000000e+00	n/a         	n/a         
-1.000000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-1.000000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	5.930000e+00	1.000000e+00
-1.000000e+01	7.100009e-01	1.000000e+00	7.082140e+01	1.000000e+00	2.450000e+00	1.000000e+00	1.010000e+01	1.000000e+00
-1.000000e+01	3.699991e-01	1.000000e+00	2.380689e+01	1.000000e+00	5.860000e+00	1.000000e+00	n/a         	n/a         
-1.000000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	6.580000e+00	1.000000e+00
-1.000000e+01	8.199994e-01	1.000000e+00	2.710281e+01	1.000000e+00	5.770000e+00	1.000000e+00	6.040000e+00	1.000000e+00
-1.000000e+01	9.240009e-01	1.000000e+00	2.775654e+01	1.000000e+00	8.450000e+00	1.000000e+00	n/a         	n/a         
-1.000000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	9.600000e+00	1.000000e+00
-1.000000e+01	9.000006e-01	1.000000e+00	1.963932e+01	1.000000e+00	9.360000e+00	1.000000e+00	n/a         	n/a         
-1.000000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	9.150000e+00	1.000000e+00
-1.000000e+01	8.099992e-01	1.000000e+00	2.914573e+01	1.000000e+00	8.160000e+00	1.000000e+00	9.700000e+00	1.000000e+00
-1.000000e+01	6.600002e-01	1.000000e+00	9.043348e+01	1.000000e+00	1.260000e+01	1.000000e+00	n/a         	n/a         
-1.000000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	8.000000e+00	1.000000e+00
-1.000000e+01	5.899992e-01	1.000000e+00	3.350397e+01	1.000000e+00	6.020000e+00	1.000000e+00	n/a         	n/a         
-1.000000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-1.000000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	6.720000e+00	1.000000e+00
-1.000000e+01	1.350001e+00	1.000000e+00	2.571362e+01	1.000000e+00	5.850000e+00	1.000000e+00	n/a         	n/a         
-1.000000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-1.000000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	5.920000e+00	1.000000e+00
-1.000000e+01	6.199996e-01	1.000000e+00	5.011976e+01	1.000000e+00	4.370000e+00	1.000000e+00	n/a         	n/a         
-1.000000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-1.000000e+01	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	8.970000e+00	1.000000e+00
-1.000000e+01	1.740000e+00	1.000000e+00	5.583995e+01	1.000000e+00	1.030000e+01	1.000000e+00	n/a         	n/a         
-9.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-9.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-9.000000e+00	1.050000e+00	1.000000e+00	3.867938e+01	1.000000e+00	5.440000e+00	1.000000e+00	7.520000e+00	1.000000e+00
-9.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-9.000000e+00	6.299998e-01	1.000000e+00	8.471329e+01	1.000000e+00	4.180000e+00	1.000000e+00	7.610000e+00	1.000000e+00
-9.000000e+00	3.999996e-01	1.000000e+00	5.556756e+01	1.000000e+00	1.110000e+01	1.000000e+00	1.190000e+01	1.000000e+00
-9.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-9.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	7.390000e+00	1.000000e+00
-9.000000e+00	2.800000e-01	1.000000e+00	6.428404e+01	1.000000e+00	5.250000e+00	1.000000e+00	6.160000e+00	1.000000e+00
-9.000000e+00	8.800003e-01	1.000000e+00	2.650355e+01	1.000000e+00	8.670000e+00	1.000000e+00	n/a         	n/a         
-9.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-9.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	1.080000e+01	1.000000e+00
-9.000000e+00	3.599990e-01	1.000000e+00	6.128775e+01	1.000000e+00	9.270000e+00	1.000000e+00	n/a         	n/a         
-9.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	6.130000e+00	1.000000e+00
-9.000000e+00	9.999989e-01	1.000000e+00	3.486592e+01	1.000000e+00	8.670000e+00	1.000000e+00	n/a         	n/a         
-9.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-9.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	6.520000e+00	1.000000e+00
-9.000000e+00	5.399984e-01	1.000000e+00	9.479172e+01	1.000000e+00	4.290000e+00	1.000000e+00	7.800000e+00	1.000000e+00
-9.000000e+00	8.700001e-01	1.000000e+00	4.848542e+01	1.000000e+00	4.320000e+00	1.000000e+00	n/a         	n/a         
-9.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-9.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	8.580000e+00	1.000000e+00
-9.000000e+00	9.899987e-01	1.000000e+00	4.358240e+01	1.000000e+00	1.270000e+01	1.000000e+00	n/a         	n/a         
-9.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-9.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	8.640000e+00	1.000000e+00
-9.000000e+00	1.530000e+00	1.000000e+00	3.840699e+01	1.000000e+00	4.800000e+00	1.000000e+00	n/a         	n/a         
-9.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	7.300000e+00	1.000000e+00
-9.000000e+00	5.000010e-01	1.000000e+00	6.455643e+01	1.000000e+00	4.900000e+00	1.000000e+00	n/a         	n/a         
-9.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-9.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	7.800000e+00	1.000000e+00
-9.000000e+00	7.599985e-01	1.000000e+00	5.747429e+01	1.000000e+00	6.120000e+00	1.000000e+00	n/a         	n/a         
-9.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	7.820000e+00	1.000000e+00
-9.000000e+00	6.700003e-01	1.000000e+00	6.782511e+01	1.000000e+00	5.170000e+00	1.000000e+00	5.490000e+00	1.000000e+00
-9.000000e+00	6.800005e-01	1.000000e+00	5.692951e+01	1.000000e+00	8.320000e+00	1.000000e+00	n/a         	n/a         
-9.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	5.710000e+00	1.000000e+00
-9.000000e+00	8.700001e-01	1.000000e+00	3.650026e+01	1.000000e+00	9.130000e+00	1.000000e+00	1.250000e+01	1.000000e+00
-9.000000e+00	4.500003e-01	1.000000e+00	7.054901e+01	1.000000e+00	9.810000e+00	1.000000e+00	n/a         	n/a         
-9.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	6.810000e+00	1.000000e+00
-9.000000e+00	4.199998e-01	1.000000e+00	4.903020e+01	1.000000e+00	2.880000e+00	1.000000e+00	6.730000e+00	1.000000e+00
-9.000000e+00	4.199998e-01	1.000000e+00	7.136618e+01	1.000000e+00	6.260000e+00	1.000000e+00	n/a         	n/a         
-9.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-8.000000e+00	1.060000e+00	1.000000e+00	4.494435e+01	1.000000e+00	5.810000e+00	1.000000e+00	5.150000e+00	1.000000e+00
-8.000000e+00	9.899987e-01	1.000000e+00	6.210492e+01	1.000000e+00	3.930000e+00	1.000000e+00	6.330000e+00	1.000000e+00
-8.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-8.000000e+00	3.100001e-01	1.000000e+00	3.513831e+01	1.000000e+00	7.260000e+00	1.000000e+00	7.570000e+00	1.000000e+00
-8.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-8.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-8.000000e+00	8.299995e-01	1.000000e+00	3.513831e+01	1.000000e+00	6.800000e+00	1.000000e+00	8.600000e+00	1.000000e+00
-8.000000e+00	5.200013e-01	1.000000e+00	4.603391e+01	1.000000e+00	8.820000e+00	1.000000e+00	n/a         	n/a         
-8.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-8.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	4.810000e+00	1.000000e+00
-8.000000e+00	1.080000e+00	1.000000e+00	4.821303e+01	1.000000e+00	7.770000e+00	1.000000e+00	5.920000e+00	1.000000e+00
-8.000000e+00	5.799990e-01	1.000000e+00	4.358240e+01	1.000000e+00	2.530000e+00	1.000000e+00	n/a         	n/a         
-8.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	6.910000e+00	1.000000e+00
-8.000000e+00	6.600002e-01	1.000000e+00	4.576152e+01	1.000000e+00	6.360000e+00	1.000000e+00	n/a         	n/a         
-8.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	8.140000e+00	1.000000e+00
-8.000000e+00	4.800007e-01	1.000000e+00	5.720190e+01	1.000000e+00	5.040000e+00	1.000000e+00	5.300000e+00	1.000000e+00
-8.000000e+00	5.000010e-01	1.000000e+00	7.109379e+01	1.000000e+00	5.510000e+00	1.000000e+00	n/a         	n/a         
-8.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-8.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	4.640000e+00	1.000000e+00
-8.000000e+00	8.099992e-01	1.000000e+00	6.237731e+01	1.000000e+00	3.650000e+00	1.000000e+00	9.280000e+00	1.000000e+00
-8.000000e+00	3.000000e-01	1.000000e+00	3.050768e+01	1.000000e+00	5.330000e+00	1.000000e+00	n/a         	n/a         
-8.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	6.890000e+00	1.000000e+00
-8.000000e+00	7.599985e-01	1.000000e+00	3.105246e+01	1.000000e+00	6.880000e+00	1.000000e+00	5.760000e+00	1.000000e+00
-8.000000e+00	8.299995e-01	1.000000e+00	4.085850e+01	1.000000e+00	7.580000e+00	1.000000e+00	n/a         	n/a         
-8.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	9.390000e+00	1.000000e+00
-8.000000e+00	7.899990e-01	1.000000e+00	4.113089e+01	1.000000e+00	6.480000e+00	1.000000e+00	n/a         	n/a         
-8.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	9.090000e+00	1.000000e+00
-8.000000e+00	8.600000e-01	1.000000e+00	3.933312e+01	1.000000e+00	7.260000e+00	1.000000e+00	8.400000e+00	1.000000e+00
-8.000000e+00	6.199996e-01	1.000000e+00	5.747429e+01	1.000000e+00	1.530000e+01	1.000000e+00	n/a         	n/a         
-8.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	8.250000e+00	1.000000e+00
-8.000000e+00	5.200013e-01	1.000000e+00	5.856385e+01	1.000000e+00	6.730000e+00	1.000000e+00	n/a         	n/a         
-8.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-8.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	7.930000e+00	1.000000e+00
-8.000000e+00	1.659999e+00	1.000000e+00	5.992580e+01	1.000000e+00	4.180000e+00	1.000000e+00	n/a         	n/a         
-8.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-8.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	6.560000e+00	1.000000e+00
-8.000000e+00	8.700001e-01	1.000000e+00	3.758982e+01	1.000000e+00	6.900000e+00	1.000000e+00	n/a         	n/a         
-8.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-8.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	6.410000e+00	1.000000e+00
-8.000000e+00	1.629999e+00	1.000000e+00	8.634763e+01	1.000000e+00	7.910000e+00	1.000000e+00	n/a         	n/a         
-7.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-7.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-7.000000e+00	8.600000e-01	1.000000e+00	4.576152e+01	1.000000e+00	5.360000e+00	1.000000e+00	7.070000e+00	1.000000e+00
-7.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-7.000000e+00	5.000010e-01	1.000000e+00	7.817593e+01	1.000000e+00	3.510000e+00	1.000000e+00	4.540000e+00	1.000000e+00
-7.000000e+00	3.799993e-01	1.000000e+00	4.058611e+01	1.000000e+00	1.550000e+01	1.000000e+00	9.970000e+00	1.000000e+00
-7.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-7.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	6.970000e+00	1.000000e+00
-7.000000e+00	3.699991e-01	1.000000e+00	6.346687e+01	1.000000e+00	7.250000e+00	1.000000e+00	5.620000e+00	1.000000e+00
-7.000000e+00	9.000006e-01	1.000000e+00	4.548913e+01	1.000000e+00	7.400000e+00	1.000000e+00	n/a         	n/a         
-7.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	5.210000e+00	1.000000e+00
-7.000000e+00	5.899992e-01	1.000000e+00	5.829146e+01	1.000000e+00	2.990000e+00	1.000000e+00	7.090000e+00	1.000000e+00
-7.000000e+00	3.499988e-01	1.000000e+00	6.537360e+01	1.000000e+00	8.110000e+00	1.000000e+00	n/a         	n/a         
-7.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	6.170000e+00	1.000000e+00
-7.000000e+00	1.100000e+00	1.000000e+00	5.665712e+01	1.000000e+00	6.540000e+00	1.000000e+00	n/a         	n/a         
-7.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-7.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	4.760000e+00	1.000000e+00
-7.000000e+00	4.700006e-01	1.000000e+00	3.513831e+01	1.000000e+00	6.290000e+00	1.000000e+00	7.710000e+00	1.000000e+00
-7.000000e+00	1.189999e+00	1.000000e+00	4.548913e+01	1.000000e+00	6.510000e+00	1.000000e+00	n/a         	n/a         
-7.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-7.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	5.570000e+00	1.000000e+00
-7.000000e+00	9.500013e-01	1.000000e+00	6.074297e+01	1.000000e+00	8.980000e+00	1.000000e+00	n/a         	n/a         
-7.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-7.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	7.600000e+00	1.000000e+00
-7.000000e+00	1.360001e+00	1.000000e+00	4.412718e+01	1.000000e+00	4.590000e+00	1.000000e+00	n/a         	n/a         
-7.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	6.400000e+00	1.000000e+00
-7.000000e+00	4.099997e-01	1.000000e+00	8.689241e+01	1.000000e+00	5.400000e+00	1.000000e+00	n/a         	n/a         
-7.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-7.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	5.470000e+00	1.000000e+00
-7.000000e+00	6.099995e-01	1.000000e+00	6.728033e+01	1.000000e+00	5.660000e+00	1.000000e+00	n/a         	n/a         
-7.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	5.960000e+00	1.000000e+00
-7.000000e+00	5.699989e-01	1.000000e+00	8.907153e+01	1.000000e+00	4.440000e+00	1.000000e+00	4.280000e+00	1.000000e+00
-7.000000e+00	6.099995e-01	1.000000e+00	1.223031e+02	1.000000e+00	6.570000e+00	1.000000e+00	n/a         	n/a         
-7.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	6.360000e+00	1.000000e+00
-7.000000e+00	8.399997e-01	1.000000e+00	7.708637e+01	1.000000e+00	6.240000e+00	1.000000e+00	1.030000e+01	1.000000e+00
-7.000000e+00	5.599987e-01	1.000000e+00	9.043348e+01	1.000000e+00	8.180000e+00	1.000000e+00	n/a         	n/a         
-7.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	5.950000e+00	1.000000e+00
-7.000000e+00	3.899994e-01	1.000000e+00	4.167567e+01	1.000000e+00	3.680000e+00	1.000000e+00	1.020000e+01	1.000000e+00
-7.000000e+00	3.899994e-01	1.000000e+00	3.568309e+01	1.000000e+00	1.200000e+01	1.000000e+00	n/a         	n/a         
-7.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-6.000000e+00	1.029999e+00	1.000000e+00	7.000423e+01	1.000000e+00	4.980000e+00	1.000000e+00	4.890000e+00	1.000000e+00
-6.000000e+00	8.399997e-01	1.000000e+00	5.965341e+01	1.000000e+00	7.320000e+00	1.000000e+00	5.250000e+00	1.000000e+00
-6.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-6.000000e+00	2.299999e-01	1.000000e+00	4.358240e+01	1.000000e+00	7.370000e+00	1.000000e+00	6.950000e+00	1.000000e+00
-6.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-6.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-6.000000e+00	8.800003e-01	1.000000e+00	8.879914e+01	1.000000e+00	5.270000e+00	1.000000e+00	8.560000e+00	1.000000e+00
-6.000000e+00	5.699989e-01	1.000000e+00	5.665712e+01	1.000000e+00	1.090000e+01	1.000000e+00	n/a         	n/a         
-6.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-6.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	3.920000e+00	1.000000e+00
-6.000000e+00	1.429999e+00	1.000000e+00	8.498568e+01	1.000000e+00	7.850000e+00	1.000000e+00	5.060000e+00	1.000000e+00
-6.000000e+00	6.289997e-01	1.000000e+00	4.001409e+01	1.000000e+00	4.330000e+00	1.000000e+00	n/a         	n/a         
-6.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	5.870000e+00	1.000000e+00
-6.000000e+00	5.899992e-01	1.000000e+00	6.183253e+01	1.000000e+00	6.150000e+00	1.000000e+00	n/a         	n/a         
-6.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	7.380000e+00	1.000000e+00
-6.000000e+00	4.600004e-01	1.000000e+00	7.817593e+01	1.000000e+00	5.590000e+00	1.000000e+00	3.060000e+00	1.000000e+00
-6.000000e+00	4.400001e-01	1.000000e+00	5.039215e+01	1.000000e+00	3.410000e+00	1.000000e+00	4.660000e+00	1.000000e+00
-6.000000e+00	5.959993e-01	1.000000e+00	1.171005e+02	1.000000e+00	6.310000e+00	1.000000e+00	n/a         	n/a         
-6.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	4.300000e+00	1.000000e+00
-6.000000e+00	6.510001e-01	1.000000e+00	9.155028e+01	1.000000e+00	3.190000e+00	1.000000e+00	8.730000e+00	1.000000e+00
-6.000000e+00	3.499988e-01	1.000000e+00	5.229888e+01	1.000000e+00	6.530000e+00	1.000000e+00	n/a         	n/a         
-6.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	7.420000e+00	1.000000e+00
-6.000000e+00	6.660003e-01	1.000000e+00	5.973513e+01	1.000000e+00	6.870000e+00	1.000000e+00	4.950000e+00	1.000000e+00
-6.000000e+00	8.199994e-01	1.000000e+00	3.486592e+01	1.000000e+00	7.990000e+00	1.000000e+00	n/a         	n/a         
-6.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	6.300000e+00	1.000000e+00
-6.000000e+00	7.799988e-01	1.000000e+00	5.992580e+01	1.000000e+00	3.870000e+00	1.000000e+00	n/a         	n/a         
-6.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	8.710000e+00	1.000000e+00
-6.000000e+00	7.400014e-01	1.000000e+00	4.685108e+01	1.000000e+00	9.140000e+00	1.000000e+00	8.800000e+00	1.000000e+00
-6.000000e+00	5.899992e-01	1.000000e+00	9.588128e+01	1.000000e+00	1.340000e+01	1.000000e+00	n/a         	n/a         
-6.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	6.770000e+00	1.000000e+00
-6.000000e+00	4.900009e-01	1.000000e+00	7.926549e+01	1.000000e+00	7.320000e+00	1.000000e+00	n/a         	n/a         
-6.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-6.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	7.020000e+00	1.000000e+00
-6.000000e+00	1.570001e+00	1.000000e+00	3.568309e+01	1.000000e+00	8.970000e+00	1.000000e+00	7.180000e+00	1.000000e+00
-6.000000e+00	8.199994e-01	1.000000e+00	6.373926e+01	1.000000e+00	9.160000e+00	1.000000e+00	n/a         	n/a         
-6.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	5.920000e+00	1.000000e+00
-6.000000e+00	7.300012e-01	1.000000e+00	5.556756e+01	1.000000e+00	5.860000e+00	1.000000e+00	n/a         	n/a         
-6.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-6.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	5.790000e+00	1.000000e+00
-6.000000e+00	1.839999e+00	1.000000e+00	9.479172e+01	1.000000e+00	9.180000e+00	1.000000e+00	n/a         	n/a         
-5.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-5.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-5.000000e+00	8.099992e-01	1.000000e+00	7.572442e+01	1.000000e+00	5.310000e+00	1.000000e+00	5.770000e+00	1.000000e+00
-5.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-5.000000e+00	5.659988e-01	1.000000e+00	1.913812e+02	1.000000e+00	4.420000e+00	1.000000e+00	4.050000e+00	1.000000e+00
-5.000000e+00	3.299985e-01	1.000000e+00	1.795050e+02	1.000000e+00	8.440000e+00	1.000000e+00	1.130000e+01	1.000000e+00
-5.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-5.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	5.520000e+00	1.000000e+00
-5.000000e+00	2.499999e-01	1.000000e+00	9.288499e+01	1.000000e+00	6.000000e+00	1.000000e+00	4.750000e+00	1.000000e+00
-5.000000e+00	8.800003e-01	1.000000e+00	7.381769e+01	1.000000e+00	8.790000e+00	1.000000e+00	n/a         	n/a         
-5.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	6.550000e+00	1.000000e+00
-5.000000e+00	5.100012e-01	1.000000e+00	5.229888e+01	1.000000e+00	4.320000e+00	1.000000e+00	6.720000e+00	1.000000e+00
-5.000000e+00	3.659991e-01	1.000000e+00	1.236106e+02	1.000000e+00	9.150000e+00	1.000000e+00	n/a         	n/a         
-5.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	5.780000e+00	1.000000e+00
-5.000000e+00	1.249999e+00	1.000000e+00	6.373926e+01	1.000000e+00	8.300000e+00	1.000000e+00	n/a         	n/a         
-5.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-5.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	4.210000e+00	1.000000e+00
-5.000000e+00	4.600004e-01	1.000000e+00	6.891467e+01	1.000000e+00	7.600000e+00	1.000000e+00	5.770000e+00	1.000000e+00
-5.000000e+00	1.009999e+00	1.000000e+00	8.607524e+01	1.000000e+00	4.190000e+00	1.000000e+00	n/a         	n/a         
-5.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         
-5.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	9.350000e+00	1.000000e+00
-5.000000e+00	9.310010e-01	1.000000e+00	7.893862e+01	1.000000e+00	1.375000e+01	1.000000e+00	n/a         	n/a         
-5.000000e+00	n/a         	n/a         	n/a         	n/a         	n/a         	n/a         	4.940000e+00	1.000000e+00
-5.000000e+00	7.400014e-01	1.000000e+00	8.471329e+01	1.000000e+00	5.910000e+00	1.000000e+00	6.680000e+00	1.000000e+00
-5.000000e+00	1.260000e+00	1.000000e+00	6.047058e+01	1.000000e+00	4.010000e+00	1.000000e+00	n/a         	n/a         
