# == Iter    0 ==
Timepoint   	           1	           2
1.900000e+03	3.000000e+01	4.000000e+00
1.900000e+03	3.000126e+01	3.999840e+00
1.900010e+03	3.012758e+01	3.983924e+00
1.900246e+03	3.329668e+01	3.653908e+00
1.900525e+03	3.754177e+01	3.367426e+00
1.900759e+03	4.155826e+01	3.206158e+00
1.900973e+03	4.563055e+01	3.119014e+00
1.901220e+03	5.083523e+01	3.091227e+00
1.901426e+03	5.564233e+01	3.132365e+00
1.901625e+03	6.070050e+01	3.235655e+00
1.901814e+03	6.587562e+01	3.401581e+00
1.902004e+03	7.147159e+01	3.650964e+00
1.902198e+03	7.758264e+01	4.014378e+00
1.902384e+03	8.382412e+01	4.500741e+00
1.902557e+03	8.989533e+01	5.112640e+00
1.902736e+03	9.639783e+01	5.967554e+00
1.902897e+03	1.023275e+02	6.995354e+00
1.903034e+03	1.073442e+02	8.130178e+00
1.903165e+03	1.119924e+02	9.503532e+00
1.903286e+03	1.160425e+02	1.109064e+01
1.903387e+03	1.191681e+02	1.271913e+01
1.903487e+03	1.218974e+02	1.464244e+01
1.903610e+03	1.246254e+02	1.755162e+01
1.903756e+03	1.265938e+02	2.189781e+01
1.903902e+03	1.267613e+02	2.740410e+01
1.904048e+03	1.246805e+02	3.418376e+01
1.904190e+03	1.201564e+02	4.201929e+01
1.904323e+03	1.135977e+02	5.023704e+01
1.904444e+03	1.058928e+02	5.803934e+01
1.904598e+03	9.414587e+01	6.778927e+01
1.904756e+03	8.112410e+01	7.633643e+01
1.904899e+03	6.945317e+01	8.204347e+01
1.905041e+03	5.876835e+01	8.536924e+01
1.905181e+03	4.950143e+01	8.633823e+01
1.905320e+03	4.177390e+01	8.526721e+01
1.905457e+03	3.554356e+01	8.263929e+01
1.905591e+03	3.059780e+01	7.895255e+01
1.905723e+03	2.669208e+01	7.461887e+01
1.905887e+03	2.290354e+01	6.868040e+01
1.906045e+03	2.013116e+01	6.274006e+01
1.906200e+03	1.807138e+01	5.700738e+01
1.906388e+03	1.622798e+01	5.038296e+01
1.906576e+03	1.492290e+01	4.425253e+01
1.906765e+03	1.402719e+01	3.870412e+01
1.907035e+03	1.327737e+01	3.177718e+01
1.907300e+03	1.300806e+01	2.613618e+01
1.907558e+03	1.308857e+01	2.160953e+01
1.907808e+03	1.343923e+01	1.796992e+01
1.908055e+03	1.401728e+01	1.502812e+01
1.908299e+03	1.480653e+01	1.262844e+01
1.908629e+03	1.620854e+01	1.005642e+01
1.908962e+03	1.802686e+01	8.078161e+00
1.909282e+03	2.018875e+01	6.626240e+00
1.909635e+03	2.309287e+01	5.420416e+00
1.909981e+03	2.652213e+01	4.552715e+00
1.910306e+03	3.035819e+01	3.955486e+00
1.910825e+03	3.789830e+01	3.349413e+00
1.911290e+03	4.640671e+01	3.109456e+00
1.911694e+03	5.540681e+01	3.129011e+00
